position,entityId,entityName,droneId,droneName,eventType,description,riskType,distance,timestamp,visible,onlyRadar
{"lat":"45.70421795566627","lng":"8.722302226963818"},"CRITICAL_ASSET_1652283209960","DEP_35_L","8dOpKgPnSchaRnEHwBBe","Drone_02","DRONE_VS_CA","drone vs critical asset","YELLOW",5348.08,1549641240000,false,true
{"lat":"45.70220095576519","lng":"8.721645832650458"},"CRITICAL_ASSET_1652283209960","DEP_35_L","8dOpKgPnSchaRnEHwBBe","Drone_02","DRONE_VS_CA","drone vs critical asset","YELLOW",5118.92,1549641263000,true,true
{"lat":"45.702113260117315","lng":"8.721617293767268"},"CRITICAL_ASSET_1652283209960","DEP_35_L","8dOpKgPnSchaRnEHwBBe","Drone_02","DRONE_VS_CA","drone vs critical asset","YELLOW",5108.96,1549641264000,false,true
{"lat":"45.702113260117315","lng":"8.721617293767268"},"CRITICAL_ASSET_1652283773944","DEP_RWY_35_R","8dOpKgPnSchaRnEHwBBe","Drone_02","DRONE_VS_CA","drone vs critical asset","YELLOW",4216.84,1549641264000,false,true
{"lat":"45.70114860799071","lng":"8.721303366052183"},"CRITICAL_ASSET_1652283209960","DEP_35_L","8dOpKgPnSchaRnEHwBBe","Drone_02","DRONE_VS_CA","drone vs critical asset","YELLOW",4999.4,1549641275000,true,true
{"lat":"45.70114860799071","lng":"8.721303366052183"},"CRITICAL_ASSET_1652283773944","DEP_RWY_35_R","8dOpKgPnSchaRnEHwBBe","Drone_02","DRONE_VS_CA","drone vs critical asset","YELLOW",4111.46,1549641275000,true,true
{"lat":"45.70106091234284","lng":"8.721274827168994"},"CRITICAL_ASSET_1652283209960","DEP_35_L","8dOpKgPnSchaRnEHwBBe","Drone_02","DRONE_VS_CA","drone vs critical asset","YELLOW",4989.44,1549641276000,false,true
{"lat":"45.70106091234284","lng":"8.721274827168994"},"CRITICAL_ASSET_1652283773944","DEP_RWY_35_R","8dOpKgPnSchaRnEHwBBe","Drone_02","DRONE_VS_CA","drone vs critical asset","YELLOW",4101.89,1549641276000,false,true
{"lat":"45.70062243410347","lng":"8.721132132753047"},"CRITICAL_ASSET_1652283209960","DEP_35_L","8dOpKgPnSchaRnEHwBBe","Drone_02","DRONE_VS_CA","drone vs critical asset","YELLOW",4939.64,1549641281000,true,true
{"lat":"45.70062243410347","lng":"8.721132132753047"},"CRITICAL_ASSET_1652283773944","DEP_RWY_35_R","8dOpKgPnSchaRnEHwBBe","Drone_02","DRONE_VS_CA","drone vs critical asset","YELLOW",4054.08,1549641281000,true,true
{"lat":"45.7005347384556","lng":"8.721103593869856"},"CRITICAL_ASSET_1652283209960","DEP_35_L","8dOpKgPnSchaRnEHwBBe","Drone_02","DRONE_VS_CA","drone vs critical asset","YELLOW",4929.68,1549641282000,false,true
{"lat":"45.7005347384556","lng":"8.721103593869856"},"CRITICAL_ASSET_1652283773944","DEP_RWY_35_R","8dOpKgPnSchaRnEHwBBe","Drone_02","DRONE_VS_CA","drone vs critical asset","YELLOW",4044.52,1549641282000,false,true
{"lat":"45.69869312985026","lng":"8.720504277322876"},"CRITICAL_ASSET_1652283209960","DEP_35_L","8dOpKgPnSchaRnEHwBBe","Drone_02","DRONE_VS_CA","drone vs critical asset","ORANGE",4720.59,1549641303000,true,true
{"lat":"45.69869312985026","lng":"8.720504277322876"},"CRITICAL_ASSET_1652283773944","DEP_RWY_35_R","8dOpKgPnSchaRnEHwBBe","Drone_02","DRONE_VS_CA","drone vs critical asset","YELLOW",3844.36,1549641303000,true,true
{"lat":"45.69860543420239","lng":"8.720475738439687"},"CRITICAL_ASSET_1652283209960","DEP_35_L","8dOpKgPnSchaRnEHwBBe","Drone_02","DRONE_VS_CA","drone vs critical asset","ORANGE",4710.64,1549641304000,false,true
{"lat":"45.69860543420239","lng":"8.720475738439687"},"CRITICAL_ASSET_1652283773944","DEP_RWY_35_R","8dOpKgPnSchaRnEHwBBe","Drone_02","DRONE_VS_CA","drone vs critical asset","YELLOW",3834.86,1549641304000,false,true
{"lat":"45.69772872642466","lng":"8.720188811708413"},"CRITICAL_ASSET_1652283209960","DEP_35_L","8dOpKgPnSchaRnEHwBBe","Drone_02","DRONE_VS_CA","drone vs critical asset","ORANGE",4611.12,1549641314000,true,true
{"lat":"45.69772872642466","lng":"8.720188811708413"},"CRITICAL_ASSET_1652283773944","DEP_RWY_35_R","8dOpKgPnSchaRnEHwBBe","Drone_02","DRONE_VS_CA","drone vs critical asset","YELLOW",3739.99,1549641314000,true,true
{"lat":"45.69764125226989","lng":"8.72015891478822"},"CRITICAL_ASSET_1652283209960","DEP_35_L","8dOpKgPnSchaRnEHwBBe","Drone_02","DRONE_VS_CA","drone vs critical asset","ORANGE",4601.18,1549641315000,false,true
{"lat":"45.69764125226989","lng":"8.72015891478822"},"CRITICAL_ASSET_1652283773944","DEP_RWY_35_R","8dOpKgPnSchaRnEHwBBe","Drone_02","DRONE_VS_CA","drone vs critical asset","YELLOW",3730.55,1549641315000,false,true
{"lat":"45.69642458819626","lng":"8.719695792484684"},"CRITICAL_ASSET_1652283773944","DEP_RWY_35_R","8dOpKgPnSchaRnEHwBBe","Drone_02","DRONE_VS_CA","drone vs critical asset","ORANGE",3599.98,1549641329000,false,true
{"lat":"45.69384018212254","lng":"8.718586998226234"},"CRITICAL_ASSET_1652283209960","DEP_35_L","8dOpKgPnSchaRnEHwBBe","Drone_02","DRONE_VS_CA","drone vs critical asset","ORANGE",4167.1,1549641359000,true,true
{"lat":"45.69384018212254","lng":"8.718586998226234"},"CRITICAL_ASSET_1652283773944","DEP_RWY_35_R","8dOpKgPnSchaRnEHwBBe","Drone_02","DRONE_VS_CA","drone vs critical asset","ORANGE",3326.62,1549641359000,true,true
{"lat":"45.693754042853655","lng":"8.718550001940807"},"CRITICAL_ASSET_1652283209960","DEP_35_L","8dOpKgPnSchaRnEHwBBe","Drone_02","DRONE_VS_CA","drone vs critical asset","ORANGE",4157.27,1549641360000,false,true
{"lat":"45.693754042853655","lng":"8.718550001940807"},"CRITICAL_ASSET_1652283773944","DEP_RWY_35_R","8dOpKgPnSchaRnEHwBBe","Drone_02","DRONE_VS_CA","drone vs critical asset","ORANGE",3317.59,1549641360000,false,true
{"lat":"45.692461953820306","lng":"8.71799505765939"},"CRITICAL_ASSET_1652283209960","DEP_35_L","8dOpKgPnSchaRnEHwBBe","Drone_02","DRONE_VS_CA","drone vs critical asset","ORANGE",4009.85,1549641375000,true,true
