id,progressType,time
"NAPOLI","Gate Occupied",1549641062000
"ADH124","Gate Occupied",1549641062000
"AEA406","Gate Occupied",1549641062000
"AUA516P","Gate Occupied",1549641062000
"EZY363E","Gate Occupied",1549641062000
"ADH138","Gate Occupied",1549641062000
"EZY152X","Gate Occupied",1549641062000
"AEA406","Pushback Start",1549641073000
"AEA406","Gate Vacated",1549641073000
"EZY363E","Pushback Start",1549641074000
"EZY363E","Gate Vacated",1549641074000
"AUA516P","Gate Vacated",1549641084000
"ADH138","Gate Vacated",1549641084000
"AUA516P","Stopbar approached",1549641183000
"AUA516P","Lineup Start",1549641204000
"AUA516P","Stopbar Passed",1549641207000
"AUA516P","Runway Entry",1549641213000
"AUA516P","Lineup Complete",1549641220000
"EZY363E","Pushback Complete",1549641225000
"NOS436","Gate Occupied",1549641241000
"ADH138","Stopbar approached",1549641243000
"AUA516P","Takeoff",1549641250000
"ADH138","Lineup Start",1549641272000
"EZY152X","Pushback Start",1549641273000
"EZY152X","Gate Vacated",1549641273000
"ADH138","Stopbar Passed",1549641275000
"ADH138","Runway Entry",1549641282000
"AEA406","Pushback Complete",1549641287000
"ADH138","Lineup Complete",1549641288000
"ADH138","Takeoff",1549641321000
"AEA406","Stopbar approached",1549641357000
"AEA406","Lineup Start",1549641383000
"AEA406","Stopbar Passed",1549641385000
"AEA406","Runway Entry",1549641391000
"AEA406","Takeoff started",1549641397000
"AEA406","Takeoff",1549641428000
"EZY152X","Pushback Complete",1549641479000
"EZY287C","Gate Occupied",1549641481000
"ADH124","Gate Vacated",1549641526000
"EZY363E","Stopbar approached",1549641566000
"EZY363E","Lineup Start",1549641586000
"EZY363E","Stopbar Passed",1549641588200
"EZY363E","Runway Entry",1549641600200
"TAR757","Gate Occupied",1549641601200
"ADH646","Gate Occupied",1549641601200
"EZY363E","Lineup Complete",1549641606200
"EZY363E","Takeoff started",1549641607200
"EZY363E","Takeoff",1549641639200
"ADH124","Stopbar approached",1549641670200
"ADH124","Lineup Start",1549641691200
"ADH124","Stopbar Passed",1549641694200
"ADH124","Runway Entry",1549641700200
"ADH124","Lineup Complete",1549641707200
"ADH124","Takeoff",1549641740200
"NOS436","Gate Vacated",1549641749200
"EZY54HY","Gate Occupied",1549641781200
"EZY22XF","Gate Occupied",1549641841200
"NOS436","Stopbar approached",1549641952200
"NOS436","Stopbar Passed",1549641991200
"EZY152X","Stopbar approached",1549642045200
"EZY152X","Lineup Start",1549642066200
"EZY152X","Stopbar Passed",1549642068200
"EZY152X","Runway Entry",1549642074200
"NOS436","Runway Entry",1549642076200
"EZY152X","Lineup Complete",1549642080200
"NOS436","Stopbar approached",1549642080200
"EZY152X","Takeoff started",1549642081200
"WZZ2TY","Gate Occupied",1549642081200
"NOS436","Runway Exit",1549642082200
"ADH646","Gate Vacated",1549642100200
"EZY152X","Takeoff",1549642113200
"ADH646","Stopbar approached",1549642156200
"TAR757","Pushback Start",1549642166200
"TAR757","Gate Vacated",1549642166200
"NOS436","Stopbar approached",1549642169200
"DLH1LC","Gate Occupied",1549642201200
"ADH646","Stopbar Passed",1549642239200
"ADH646","Runway Entry",1549642245200
"ADH646","Stopbar approached",1549642249200
"ADH646","Runway Exit",1549642251200
"ADH646","Stopbar Passed",1549642264200
"NOS436","Lineup Start",1549642271200
"NOS436","Stopbar Passed",1549642273200
"NOS436","Runway Entry",1549642280200
"NOS436","Lineup Complete",1549642285200
"NOS436","Takeoff started",1549642286200
"EZY22XF","Pushback Start",1549642313200
"EZY22XF","Gate Vacated",1549642313200
"NOS436","Takeoff",1549642318200
"EZY54HY","Pushback Start",1549642323200
"EZY54HY","Gate Vacated",1549642323200
"TAR757","Pushback Complete",1549642344200
"EZY54HY","Pushback Complete",1549642448200
"EZY22XF","Pushback Complete",1549642509200
"TAR757","Stopbar approached",1549642538200
"ADH646","Stopbar approached",1549642549200
"ADH646","Lineup Start",1549642570200
"ADH646","Stopbar Passed",1549642572200
"TAR757","Stopbar Passed",1549642576200
"ADH646","Runway Entry",1549642578200
"TAR757","Runway Entry",1549642582200
"ADH646","Lineup Complete",1549642584200
"ADH646","Takeoff started",1549642585200
"TAR757","Stopbar approached",1549642586200
"TAR757","Runway Exit",1549642588200
"TAR757","Stopbar Passed",1549642601200
"ADH646","Takeoff",1549642617200
"TAR757","Stopbar approached",1549642736200
"EZY963K","Gate Occupied",1549642741200
"SWR623J","Gate Occupied",1549642741200
"TAR757","Lineup Start",1549642757200
"TAR757","Stopbar Passed",1549642759200
"TAR757","Runway Entry",1549642765200
"TAR757","Lineup Complete",1549642771200
"TAR757","Takeoff started",1549642772200
"TAR757","Takeoff",1549642804200
"EZY54HY","Stopbar approached",1549642886200
"EZY54HY","Lineup Start",1549642907200
"EZY54HY","Stopbar Passed",1549642909200
"EZY22XF","Stopbar approached",1549642909200
"EZY54HY","Runway Entry",1549642915200
"EZY54HY","Lineup Complete",1549642921200
"MSR706","Gate Occupied",1549642921200
"EZY54HY","Takeoff started",1549642922200
"EZY22XF","Lineup Start",1549642944200
"EZY22XF","Stopbar Passed",1549642946200
"EZY22XF","Runway Entry",1549642953200
"EZY54HY","Takeoff",1549642954200
"EZY22XF","Lineup Complete",1549642958200
"EZY22XF","Takeoff started",1549642980200
"EZY22XF","Takeoff",1549643016200
"DLH1HW","Gate Occupied",1549643041200
