id,drone,counterMeasure,timestamp,success,outOfRange,probability,status,adminTimestamp
"ONxrZCiTPCHtudFPUap7_COUNTER_MEASURE_1652864671210","ONxrZCiTPCHtudFPUap7","COUNTER_MEASURE_1652864671210",1549641629100,false,false,false,"fired",1654679320723
"ONxrZCiTPCHtudFPUap7_COUNTER_MEASURE_1652864671210","ONxrZCiTPCHtudFPUap7","COUNTER_MEASURE_1652864671210",1549641659100,true,false,false,"success",1654679349637
