name,description,Flights Released for Departures,Takeoffs,Delayed Departing Flights,Delayed Departing Flights [%],Mean Delay of Departing Flights [s],Worst Delay of Departing Flights [s],Landed Flights,Delayed Arriving Flights,Delayed Arriving Flights [%],Mean Delay of Arriving Flights [s],Worst Delay of Arriving Flights [s],Time Performance Degradation
LIMC_2022_06_14_10_07_58_366,Threat on 35L - Drone 01,11,2,10,90.9090909090909,1328.8087999999998,2071.119,0,0,0,0,0,2
