droneId,entityId,riskType,seconds
"pYmn0GGsJS6rJPbrUpru","CRITICAL_ASSET_1652283134068","RED",38
"pYmn0GGsJS6rJPbrUpru","ADH646","YELLOW",22
"pYmn0GGsJS6rJPbrUpru","NAPOLI","YELLOW",106
"pYmn0GGsJS6rJPbrUpru","NOS436","YELLOW",122
"pYmn0GGsJS6rJPbrUpru","CRITICAL_ASSET_1652282809098","YELLOW",71
"pYmn0GGsJS6rJPbrUpru","CRITICAL_ASSET_1652282978809","ORANGE",88
"pYmn0GGsJS6rJPbrUpru","CRITICAL_ASSET_1652283134068","ORANGE",50
"pYmn0GGsJS6rJPbrUpru","CRITICAL_ASSET_1652283046149","YELLOW",58
"pYmn0GGsJS6rJPbrUpru","CRITICAL_ASSET_1652282978809","RED",34
"pYmn0GGsJS6rJPbrUpru","ADH124","YELLOW",122
"pYmn0GGsJS6rJPbrUpru","CRITICAL_ASSET_1652340976057","YELLOW",122
"pYmn0GGsJS6rJPbrUpru","CRITICAL_ASSET_1652283104248","YELLOW",46
"pYmn0GGsJS6rJPbrUpru","TAR757","YELLOW",22
"pYmn0GGsJS6rJPbrUpru","CRITICAL_ASSET_1652283081689","YELLOW",122
"pYmn0GGsJS6rJPbrUpru","CRITICAL_ASSET_1652283104248","ORANGE",76
"pYmn0GGsJS6rJPbrUpru","EZY363E","YELLOW",52
"pYmn0GGsJS6rJPbrUpru","CRITICAL_ASSET_1652283134068","YELLOW",34
"pYmn0GGsJS6rJPbrUpru","AEA406","YELLOW",15
