id,progressType,time
"NAPOLI","Gate Occupied",1549641066200
"ADH124","Gate Occupied",1549641066200
"AEA406","Gate Occupied",1549641066200
"EZY152X","Gate Occupied",1549641066200
"AUA516P","Gate Occupied",1549641066200
"EZY363E","Gate Occupied",1549641066200
"ADH138","Gate Occupied",1549641066200
"AEA406","Pushback Start",1549641165500
"AEA406","Gate Vacated",1549641165500
"EZY363E","Pushback Start",1549641169500
"EZY363E","Gate Vacated",1549641169500
"ADH138","Gate Vacated",1549641175500
"AUA516P","Gate Vacated",1549641177500
"NOS436","Gate Occupied",1549641241600
"AUA516P","Stopbar approached",1549641276600
"AUA516P","Lineup Start",1549641297600
"AUA516P","Stopbar Passed",1549641300600
"AUA516P","Runway Entry",1549641306600
"AUA516P","Lineup Complete",1549641313600
"EZY363E","Pushback Complete",1549641320600
"ADH138","Stopbar approached",1549641334600
"AUA516P","Takeoff",1549641343600
"AEA406","Pushback Complete",1549641379600
"EZY152X","Pushback Start",1549641381600
"EZY152X","Gate Vacated",1549641381600
"ADH138","Lineup Start",1549641382600
"ADH138","Stopbar Passed",1549641385600
"ADH138","Runway Entry",1549641392600
"ADH138","Lineup Complete",1549641398600
"EZY287C","Gate Occupied",1549641481600
"ADH138","Takeoff started",1549641578600
"EZY152X","Pushback Complete",1549641578600
"TAR757","Gate Occupied",1549641601600
"ADH646","Gate Occupied",1549641601600
"ADH138","Takeoff",1549641616600
"AEA406","Stopbar approached",1549641618600
"AEA406","Lineup Start",1549641667600
"AEA406","Stopbar Passed",1549641669600
"AEA406","Runway Entry",1549641676600
"AEA406","Lineup Complete",1549641682600
"AEA406","Takeoff started",1549641683600
"AEA406","Takeoff",1549641715600
"ADH124","Gate Vacated",1549641740600
"NOS436","Gate Vacated",1549641742600
"EZY54HY","Gate Occupied",1549641781600
"EZY363E","Stopbar approached",1549641789600
"EZY22XF","Gate Occupied",1549641841600
"ADH124","Stopbar approached",1549641885600
"NOS436","Stopbar approached",1549641920600
"EZY152X","Stopbar approached",1549641997600
"WZZ2TY","Gate Occupied",1549642081800
"EZY22XF","Pushback Start",1549642146000
"EZY22XF","Gate Vacated",1549642146000
"EZY54HY","Pushback Start",1549642147000
"EZY54HY","Gate Vacated",1549642147000
"EZY287C","Pushback Start",1549642148000
"EZY287C","Gate Vacated",1549642148000
"TAR757","Pushback Start",1549642149000
"TAR757","Gate Vacated",1549642149000
"ADH646","Gate Vacated",1549642158000
"DLH1LC","Gate Occupied",1549642201000
"EZY287C","Pushback Complete",1549642291000
"TAR757","Pushback Complete",1549642327000
"EZY54HY","Pushback Complete",1549642335000
"EZY22XF","Pushback Complete",1549642342100
"ADH124","Lineup Start",1549642524100
"ADH124","Stopbar Passed",1549642527100
"ADH124","Runway Entry",1549642534100
"ADH124","Lineup Complete",1549642540100
"ADH646","Stopbar approached",1549642541100
"EZY363E","Lineup Start",1549642558100
"EZY363E","Stopbar Passed",1549642560100
"EZY363E","Runway Entry",1549642572100
"ADH124","Takeoff",1549642573100
"EZY363E","Lineup Complete",1549642578100
"EZY363E","Takeoff started",1549642586100
"NOS436","Lineup Start",1549642617100
"NOS436","Stopbar Passed",1549642620100
"EZY363E","Takeoff",1549642622100
"EZY152X","Lineup Start",1549642622100
"EZY152X","Stopbar Passed",1549642623100
"NOS436","Runway Entry",1549642627100
"EZY22XF","Stopbar approached",1549642628100
"NOS436","Lineup Complete",1549642633100
"TAR757","Stopbar approached",1549642635100
"EZY152X","Runway Entry",1549642636100
"NOS436","Takeoff started",1549642641100
"EZY152X","Lineup Complete",1549642642100
"EZY287C","Stopbar approached",1549642646100
"NOS436","Takeoff",1549642677100
"EZY22XF","Lineup Start",1549642683100
"EZY22XF","Stopbar Passed",1549642684100
"ADH646","Lineup Start",1549642693100
"ADH646","Stopbar Passed",1549642696100
"EZY22XF","Runway Entry",1549642696100
"EZY54HY","Stopbar approached",1549642697100
"EZY22XF","Lineup Complete",1549642702100
"ADH646","Runway Entry",1549642703100
"EZY22XF","Takeoff started",1549642703100
"ADH646","Lineup Complete",1549642709100
"EZY22XF","Takeoff",1549642735100
"EZY963K","Gate Occupied",1549642741100
"SWR623J","Gate Occupied",1549642741100
"ADH646","Takeoff started",1549642747100
"ADH646","Takeoff",1549642785100
"EZY152X","Takeoff started",1549642805100
"EZY152X","Takeoff",1549642841100
"EZY287C","Lineup Start",1549642898100
"EZY287C","Stopbar Passed",1549642900100
"EZY287C","Runway Entry",1549642912100
"EZY287C","Lineup Complete",1549642919100
"EZY287C","Takeoff started",1549642920100
"MSR706","Gate Occupied",1549642921100
"TAR757","Lineup Start",1549642943100
"TAR757","Stopbar Passed",1549642946100
"EZY287C","Takeoff",1549642951100
"TAR757","Runway Entry",1549642953100
"TAR757","Lineup Complete",1549642959100
"TAR757","Takeoff started",1549642968100
"TAR757","Takeoff",1549643006100
"DLH1HW","Gate Occupied",1549643041100
"EZY54HY","Lineup Start",1549643048100
"EZY54HY","Stopbar Passed",1549643050100
"EZY54HY","Runway Entry",1549643062100
"EZY54HY","Lineup Complete",1549643069100
"EZY54HY","Takeoff",1549643101100
