id,progressType,takeoffTime,taxiTime,taxipath,time
"NAPOLI","Gate Occupied",1549645635734,999.7232809477431," T Y H C CA 35R-17L",1549641066200
"ADH124","Gate Occupied",1549641388881,169.65542256105573," K Z WB 35L-17R",1549641066200
"AEA406","Gate Occupied",1549641730367,513.0702542967182," 609 T Y Z WB 35L-17R",1549641066200
"EZY152X","Gate Occupied",1549641839007,681.709866205839," M C H GE 35L-17R",1549641066200
"AUA516P","Gate Occupied",1549640798533,123.80716745884995," K Z WB 35L-17R",1549641066200
"EZY363E","Gate Occupied",1549641602102,684.8056766237677," A M C H GE 35L-17R",1549641066200
"ADH138","Gate Occupied",1549640863896,184.669581334388," K Z WB 35L-17R",1549641066200
"ADH138","Taxi Start",1549641389395,184.669581334388," K Z WB 35L-17R",1549641165500
"AUA516P","Taxi Start",1549641326032,123.80716745884995," K Z WB 35L-17R",1549641167500
"NOS436","Gate Occupied",1549641780972,203.67503345307452," K Z WB 35L-17R",1549641241600
"AUA516P","Taxi Start",1549641326032,123.80716745884995," K Z WB 35L-17R",1549641290600
"EZY363E","Taxi Start",1549641985405,684.8056766237677," A M C H GE 35L-17R",1549641320600
"ADH138","Taxi Start",1549641389395,184.669581334388," K Z WB 35L-17R",1549641375600
"AEA406","Taxi Start",1549641715475,513.0702542967182," 609 T Y Z WB 35L-17R",1549641379600
"EZY287C","Gate Occupied",1549642507093,689.7966496128936," B BE M C H GE 35L-17R",1549641481600
"EZY152X","Taxi Start",1549642252309,681.709866205839," M C H GE 35L-17R",1549641578600
"TAR757","Gate Occupied",1549642426066,486.8405057873887," R K Z WB 35L-17R",1549641601600
"ADH646","Gate Occupied",1549642103995,164.76924920896957," K Z WB 35L-17R",1549641601600
"AEA406","Taxi Start",1549641646737,513.0702542967182," 609 T Y Z WB 35L-17R",1549641659600
"ADH124","Taxi Start",1549641940481,169.65542256105573," K Z WB 35L-17R",1549641731600
"NOS436","Taxi Start",1549641973572,203.67503345307452," K Z WB 35L-17R",1549641732600
"EZY54HY","Gate Occupied",1549642797777,680.480776285549," B BE M C H GE 35L-17R",1549641781600
"EZY22XF","Gate Occupied",1549642852656,675.3595029550454," M C H GE 35L-17R",1549641841600
"WZZ2TY","Gate Occupied",1549642888118,468.89212094763633," R K Z WB 35L-17R",1549642081800
"ADH646","Taxi Start",1549642103995,164.76924920896957," K Z WB 35L-17R",1549642148000
"DLH1LC","Gate Occupied",1549642968796,431.49884887830007," S K Z WB 35L-17R",1549642201000
"EZY287C","Taxi Start",1549642950796,689.7966496128936," B BE M C H GE 35L-17R",1549642291000
"TAR757","Taxi Start",1549642807840,486.8405057873887," R K Z WB 35L-17R",1549642327000
"EZY54HY","Taxi Start",1549643001480,680.480776285549," B BE M C H GE 35L-17R",1549642335000
"EZY22XF","Taxi Start",1549642996359,675.3595029550454," M C H GE 35L-17R",1549642342100
"ADH124","Taxi Start",1549642516748,169.65542256105573," K Z WB 35L-17R",1549642517100
"NOS436","Taxi Start",1549642527921,203.67503345307452," K Z WB 35L-17R",1549642523100
"ADH646","Taxi Start",1549642533841,164.76924920896957," K Z WB 35L-17R",1549642529100
"EZY363E","Taxi Start",1549642553150,684.8056766237677," A M C H GE 35L-17R",1549642551100
"EZY152X","Taxi Start",1549642563812,681.709866205839," M C H GE 35L-17R",1549642558100
"NOS436","Taxi Start",1549642606748,203.67503345307452," K Z WB 35L-17R",1549642610100
"EZY152X","Taxi Start",1549642593812,681.709866205839," M C H GE 35L-17R",1549642615100
"ADH646","Taxi Start",1549642617921,164.76924920896957," K Z WB 35L-17R",1549642616100
"TAR757","Taxi Start",1549642653841,486.8405057873887," R K Z WB 35L-17R",1549642623100
"EZY22XF","Taxi Start",1549642670195,547.4109128328987," M C CF FE 35L-17R",1549642675100
"EZY287C","Taxi Start",1549642714771,561.8480594907469," B BE M C CF FE 35L-17R",1549642682100
"ADH646","Taxi Start",1549642696748,164.76924920896957," K Z WB 35L-17R",1549642686100
"TAR757","Taxi Start",1549642707921,486.8405057873887," R K Z WB 35L-17R",1549642693100
"EZY963K","Gate Occupied",1549643756863,679.5662891397806," M C H GE 35L-17R",1549642741100
"SWR623J","Gate Occupied",1549643296184,218.8868602049018," K Z WB 35L-17R",1549642741100
"EZY287C","Taxi Start",1549642912640,561.8480594907469," B BE M C CF FE 35L-17R",1549642892100
"MSR706","Gate Occupied",1549643728590,471.2930008008031," R K Z WB 35L-17R",1549642921100
"TAR757","Taxi Start",1549642936748,486.8405057873887," R K Z WB 35L-17R",1549642936100
"EZY54HY","Taxi Start",1549643044771,552.5321861634022," B BE M C CF FE 35L-17R",1549643024100
"DLH1HW","Gate Occupied",1549643820494,441.2680434170273," S K Z WB 35L-17R",1549643041100
"EZY54HY","Taxi Start",1549643044771,552.5321861634022," B BE M C CF FE 35L-17R",1549643042100
