position,entityId,entityName,droneId,droneName,eventType,description,riskType,distance,timestamp,visible,onlyRadar
{"lat":"45.67239358663216","lng":"8.71978179793641"},"CRITICAL_ASSET_1652283773944","DEP_RWY_35_R","3lZsYNUbRA3TRKafF8Ws","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",1919.51,1549641842600,false,true
{"lat":"45.67227467710146","lng":"8.719872953178498"},"CRITICAL_ASSET_1652283773944","DEP_RWY_35_R","3lZsYNUbRA3TRKafF8Ws","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",1905.45,1549641845600,true,true
{"lat":"45.6722352771403","lng":"8.719903965030529"},"CRITICAL_ASSET_1652283773944","DEP_RWY_35_R","3lZsYNUbRA3TRKafF8Ws","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",1900.78,1549641846600,false,true
{"lat":"45.67188255713081","lng":"8.72018781761928"},"CRITICAL_ASSET_1652283773944","DEP_RWY_35_R","3lZsYNUbRA3TRKafF8Ws","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",1859.02,1549641855600,true,true
{"lat":"45.67184411762713","lng":"8.720221206393981"},"CRITICAL_ASSET_1652283773944","DEP_RWY_35_R","3lZsYNUbRA3TRKafF8Ws","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",1854.46,1549641856600,false,true
{"lat":"45.67180588343602","lng":"8.720255074493442"},"CRITICAL_ASSET_1652283773944","DEP_RWY_35_R","3lZsYNUbRA3TRKafF8Ws","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",1849.91,1549641857600,true,true
{"lat":"45.67176785828099","lng":"8.720289421181247"},"CRITICAL_ASSET_1652283773944","DEP_RWY_35_R","3lZsYNUbRA3TRKafF8Ws","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",1845.39,1549641858600,false,true
{"lat":"45.6716550716034","lng":"8.720395317787446"},"CRITICAL_ASSET_1652283773944","DEP_RWY_35_R","3lZsYNUbRA3TRKafF8Ws","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",1831.95,1549641861600,true,true
{"lat":"45.67158098947125","lng":"8.720468280727697"},"CRITICAL_ASSET_1652283773944","DEP_RWY_35_R","3lZsYNUbRA3TRKafF8Ws","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",1823.1,1549641863600,false,true
{"lat":"45.671224865582666","lng":"8.72086081279623"},"CRITICAL_ASSET_1652283773944","DEP_RWY_35_R","3lZsYNUbRA3TRKafF8Ws","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",1780.41,1549641873600,true,true
{"lat":"45.671156664872214","lng":"8.72094470141638"},"CRITICAL_ASSET_1652283773944","DEP_RWY_35_R","3lZsYNUbRA3TRKafF8Ws","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",1772.22,1549641875600,false,true
{"lat":"45.671056353215285","lng":"8.721073767842638"},"CRITICAL_ASSET_1652283773944","DEP_RWY_35_R","3lZsYNUbRA3TRKafF8Ws","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",1760.15,1549641878600,true,true
{"lat":"45.67102345575888","lng":"8.721117636334176"},"CRITICAL_ASSET_1652283773944","DEP_RWY_35_R","3lZsYNUbRA3TRKafF8Ws","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",1756.19,1549641879600,false,true
{"lat":"45.67099083142025","lng":"8.721161920567761"},"CRITICAL_ASSET_1652283773944","DEP_RWY_35_R","3lZsYNUbRA3TRKafF8Ws","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",1752.27,1549641880600,true,true
{"lat":"45.67095848237522","lng":"8.721206616462252"},"CRITICAL_ASSET_1652283773944","DEP_RWY_35_R","3lZsYNUbRA3TRKafF8Ws","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",1748.37,1549641881600,false,true
{"lat":"45.67092641066604","lng":"8.721251719798362"},"CRITICAL_ASSET_1652283773944","DEP_RWY_35_R","3lZsYNUbRA3TRKafF8Ws","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",1744.51,1549641882600,true,true
{"lat":"45.67089461762621","lng":"8.721297225389995"},"CRITICAL_ASSET_1652283773944","DEP_RWY_35_R","3lZsYNUbRA3TRKafF8Ws","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",1740.69,1549641883600,false,true
{"lat":"45.67080092854313","lng":"8.721436111101148"},"CRITICAL_ASSET_1652283773944","DEP_RWY_35_R","3lZsYNUbRA3TRKafF8Ws","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",1729.42,1549641886600,true,true
{"lat":"45.67077026702661","lng":"8.721483179938657"},"CRITICAL_ASSET_1652283773944","DEP_RWY_35_R","3lZsYNUbRA3TRKafF8Ws","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",1725.74,1549641887600,false,true
{"lat":"45.67068000338812","lng":"8.721626636106937"},"CRITICAL_ASSET_1652283773944","DEP_RWY_35_R","3lZsYNUbRA3TRKafF8Ws","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",1714.91,1549641890600,true,true
{"lat":"45.670643788231985","lng":"8.721664291186164"},"CRITICAL_ASSET_1652283773944","DEP_RWY_35_R","3lZsYNUbRA3TRKafF8Ws","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",1710.68,1549641891600,false,true
{"lat":"45.67040375180253","lng":"8.721840378700081"},"CRITICAL_ASSET_1652283773944","DEP_RWY_35_R","3lZsYNUbRA3TRKafF8Ws","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",1683.15,1549641897600,true,true
{"lat":"45.67036323497246","lng":"8.721868287138282"},"CRITICAL_ASSET_1652283773944","DEP_RWY_35_R","3lZsYNUbRA3TRKafF8Ws","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",1678.52,1549641898600,false,true
{"lat":"45.67028203413788","lng":"8.721923603961843"},"CRITICAL_ASSET_1652283773944","DEP_RWY_35_R","3lZsYNUbRA3TRKafF8Ws","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",1669.25,1549641900600,true,true
{"lat":"45.67024136746233","lng":"8.72195106241058"},"CRITICAL_ASSET_1652283773944","DEP_RWY_35_R","3lZsYNUbRA3TRKafF8Ws","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",1664.61,1549641901600,false,true
{"lat":"45.67015993081984","lng":"8.722005664726852"},"CRITICAL_ASSET_1652283773944","DEP_RWY_35_R","3lZsYNUbRA3TRKafF8Ws","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",1655.32,1549641903600,true,true
