name,description,Flights Released for Departures,Departure Rate [per 15 min],Landed Flights,Arrival Rate [per 15 min]
LIMC_2022_06_23_16_08_29_326,Threat on 35R - Drone 01,13,6.8965517241379315,0,0.0
