id,progressType,takeoffTime,taxiTime,taxipath,time
"ADH138","Gate Occupied",1549640863895,184.669581334388," K Z WB 35L-17R",1549640405100
"NAPOLI","Gate Occupied",1549645635734,999.7232809477431," T Y H C CA 35R-17L",1549640405100
"AUA516P","Gate Occupied",1549640798532,123.80716745884995," K Z WB 35L-17R",1549640405100
"EZY363E","Gate Occupied",1549641602102,684.8056766237677," A M C H GE 35L-17R",1549640581200
"EZY152X","Gate Occupied",1549641839007,681.709866205839," M C H GE 35L-17R",1549640821200
"AUA516P","Taxi Start",1549640985732,123.80716745884995," K Z WB 35L-17R",1549640827200
"ADH124","Gate Occupied",1549641388881,169.65542256105573," K Z WB 35L-17R",1549640881200
"AEA406","Gate Occupied",1549641730367,513.0702542967182," 609 T Y Z WB 35L-17R",1549640881200
"ADH138","Taxi Start",1549641129095,184.669581334388," K Z WB 35L-17R",1549640905200
"NOS436","Gate Occupied",1549641780972,203.67503345307452," K Z WB 35L-17R",1549641241200
"EZY80XC","Touchdown",1549640399000,243.23341023701033," 35R-17L E A M",1549641253200
"EZY80XC","Taxi Start",1549641596096,243.23341023701033," 35R-17L E A M",1549641317200
"GWI3820","Touchdown",1549640399000,255.3764225788405," 35R-17L D DM 35L-17R DB W S Y",1549641424200
"GWI3820","Taxi Start",1549641743846,255.3764225788405," 35R-17L D DM 35L-17R DB W S Y",1549641463200
"EZY287C","Gate Occupied",1549642507093,689.7966496128936," B BE M C H GE 35L-17R",1549641481200
"EZY80XC","Gate Occupied",1549641596096,243.23341023701033," 35R-17L E A M",1549641552200
"ADH646","Gate Occupied",1549642103995,164.76924920896957," K Z WB 35L-17R",1549641601200
"TAR757","Gate Occupied",1549642426066,486.8405057873887," R K Z WB 35L-17R",1549641601200
"EZY54HY","Gate Occupied",1549642797777,680.480776285549," B BE M C H GE 35L-17R",1549641781200
