id,progressType,time
"NAPOLI","Gate Occupied",1549641062000
"ADH124","Gate Occupied",1549641062000
"AEA406","Gate Occupied",1549641062000
"AUA516P","Gate Occupied",1549641062000
"EZY363E","Gate Occupied",1549641062000
"ADH138","Gate Occupied",1549641062000
"EZY152X","Gate Occupied",1549641062000
"EZY363E","Pushback Start",1549641108000
"EZY363E","Gate Vacated",1549641108000
"AEA406","Pushback Start",1549641109000
"AEA406","Gate Vacated",1549641109000
"ADH138","Gate Vacated",1549641118000
"AUA516P","Gate Vacated",1549641119000
"AUA516P","Stopbar approached",1549641218000
"AUA516P","Lineup Start",1549641239000
"NOS436","Gate Occupied",1549641241000
"AUA516P","Stopbar Passed",1549641242000
"AUA516P","Runway Entry",1549641248000
"EZY152X","Pushback Start",1549641250000
"EZY152X","Gate Vacated",1549641250000
"AUA516P","Lineup Complete",1549641255000
"EZY363E","Pushback Complete",1549641259000
"ADH138","Stopbar approached",1549641277000
"AUA516P","Takeoff",1549641285000
