position,entityId,entityName,droneId,droneName,eventType,description,riskType,distance,timestamp,visible,onlyRadar
{"lat":"45.635463473821595","lng":"8.706209381125726"},"CRITICAL_ASSET_1652283081689","FINGER_1","khOQ4fcMeMa55ldglsmE","Drone_05","DRONE_VS_CA","drone vs critical asset","YELLOW",824.36,1549641132000,true,false
{"lat":"45.635445455915196","lng":"8.706238100180984"},"CRITICAL_ASSET_1652283081689","FINGER_1","khOQ4fcMeMa55ldglsmE","Drone_05","DRONE_VS_CA","drone vs critical asset","YELLOW",821.36,1549641133000,false,false
{"lat":"45.63542718562035","lng":"8.706266491164214"},"CRITICAL_ASSET_1652283081689","FINGER_1","khOQ4fcMeMa55ldglsmE","Drone_05","DRONE_VS_CA","drone vs critical asset","YELLOW",818.38,1549641134000,true,false
{"lat":"45.635020169329316","lng":"8.706537491765785"},"CRITICAL_ASSET_1652283081689","FINGER_1","khOQ4fcMeMa55ldglsmE","Drone_05","DRONE_VS_CA","drone vs critical asset","YELLOW",774.29,1549641152000,false,false
{"lat":"45.63499725397011","lng":"8.706517148624282"},"CRITICAL_ASSET_1652283081689","FINGER_1","khOQ4fcMeMa55ldglsmE","Drone_05","DRONE_VS_CA","drone vs critical asset","YELLOW",774.07,1549641153000,true,false
{"lat":"45.64022619587687","lng":"8.735895695771342"},"CRITICAL_ASSET_1652283046149","RWY_35_R","Sc7u1VEkWuRqssVgueTN","Drone_05","DRONE_VS_CA","drone vs critical asset","ORANGE",832.73,1549641163000,false,true
{"lat":"45.640199295735925","lng":"8.735898655392353"},"CRITICAL_ASSET_1652283046149","RWY_35_R","Sc7u1VEkWuRqssVgueTN","Drone_05","DRONE_VS_CA","drone vs critical asset","ORANGE",829.94,1549641164000,true,false
{"lat":"45.6416629031222","lng":"8.744428879555407"},"CRITICAL_ASSET_1652283046149","RWY_35_R","zcuSeCKpYO3TgoqkUfwx","Drone_06","DRONE_VS_CA","drone vs critical asset","YELLOW",1319.98,1549641202000,true,false
{"lat":"45.64172090263939","lng":"8.744131526164635"},"CRITICAL_ASSET_1652283046149","RWY_35_R","zcuSeCKpYO3TgoqkUfwx","Drone_06","DRONE_VS_CA","drone vs critical asset","YELLOW",1308.85,1549641206000,false,false
{"lat":"45.64174779848018","lng":"8.743982040133416"},"CRITICAL_ASSET_1652283046149","RWY_35_R","zcuSeCKpYO3TgoqkUfwx","Drone_06","DRONE_VS_CA","drone vs critical asset","YELLOW",1303.2,1549641208000,true,false
{"lat":"45.6418460243736","lng":"8.743146270487996"},"CRITICAL_ASSET_1652283046149","RWY_35_R","zcuSeCKpYO3TgoqkUfwx","Drone_06","DRONE_VS_CA","drone vs critical asset","YELLOW",1268.77,1549641219000,false,false
{"lat":"45.6418462394115","lng":"8.743069097947746"},"CRITICAL_ASSET_1652283046149","RWY_35_R","zcuSeCKpYO3TgoqkUfwx","Drone_06","DRONE_VS_CA","drone vs critical asset","YELLOW",1264.96,1549641220000,true,false
{"lat":"45.641844667421175","lng":"8.742991954406742"},"CRITICAL_ASSET_1652283046149","RWY_35_R","zcuSeCKpYO3TgoqkUfwx","Drone_06","DRONE_VS_CA","drone vs critical asset","YELLOW",1261.01,1549641221000,false,false
{"lat":"45.64184138315879","lng":"8.742914921766552"},"CRITICAL_ASSET_1652283046149","RWY_35_R","zcuSeCKpYO3TgoqkUfwx","Drone_06","DRONE_VS_CA","drone vs critical asset","YELLOW",1256.94,1549641222000,true,false
{"lat":"45.64181963666249","lng":"8.742685622127466"},"CRITICAL_ASSET_1652283046149","RWY_35_R","zcuSeCKpYO3TgoqkUfwx","Drone_06","DRONE_VS_CA","drone vs critical asset","YELLOW",1243.86,1549641225000,false,false
{"lat":"45.641807811850875","lng":"8.742610326534548"},"CRITICAL_ASSET_1652283046149","RWY_35_R","zcuSeCKpYO3TgoqkUfwx","Drone_06","DRONE_VS_CA","drone vs critical asset","YELLOW",1239.19,1549641226000,true,false
{"lat":"45.64175581073132","lng":"8.74239136159506"},"CRITICAL_ASSET_1652283046149","RWY_35_R","zcuSeCKpYO3TgoqkUfwx","Drone_06","DRONE_VS_CA","drone vs critical asset","YELLOW",1224.12,1549641229000,false,false
{"lat":"45.641732338139306","lng":"8.742321883491197"},"CRITICAL_ASSET_1652283046149","RWY_35_R","zcuSeCKpYO3TgoqkUfwx","Drone_06","DRONE_VS_CA","drone vs critical asset","YELLOW",1218.74,1549641230000,true,false
{"lat":"45.64114618166705","lng":"8.741675868884084"},"CRITICAL_ASSET_1652283046149","RWY_35_R","zcuSeCKpYO3TgoqkUfwx","Drone_06","DRONE_VS_CA","drone vs critical asset","YELLOW",1136.46,1549641244000,false,false
{"lat":"45.64109787037486","lng":"8.741641495609027"},"CRITICAL_ASSET_1652283046149","RWY_35_R","zcuSeCKpYO3TgoqkUfwx","Drone_06","DRONE_VS_CA","drone vs critical asset","YELLOW",1130.58,1549641245000,true,false
