id,progressType,time
"ADH124","Gate Occupied",1549641062000
"NAPOLI","Gate Occupied",1549641062000
"AEA406","Gate Occupied",1549641062000
"ADH138","Gate Occupied",1549641062000
"EZY152X","Gate Occupied",1549641062000
"EZY363E","Gate Occupied",1549641062000
"AUA516P","Gate Occupied",1549641062000
"AEA406","Pushback Start",1549641124000
"AEA406","Gate Vacated",1549641124000
"EZY363E","Pushback Start",1549641125000
"EZY363E","Gate Vacated",1549641125000
"ADH138","Gate Vacated",1549641135000
"AUA516P","Gate Vacated",1549641136000
"AUA516P","Stopbar approached",1549641235000
"NOS436","Gate Occupied",1549641241000
"AUA516P","Lineup Start",1549641256000
"AUA516P","Stopbar Passed",1549641259000
"AUA516P","Runway Entry",1549641265000
"AUA516P","Lineup Complete",1549641272000
"EZY152X","Pushback Start",1549641272000
"EZY152X","Gate Vacated",1549641272000
"EZY363E","Pushback Complete",1549641276000
"ADH138","Stopbar approached",1549641294000
"AUA516P","Takeoff",1549641302000
"ADH138","Lineup Start",1549641315000
"ADH138","Stopbar Passed",1549641318000
"ADH138","Runway Entry",1549641325000
"AEA406","Pushback Complete",1549641338000
"EZY287C","Gate Occupied",1549641481000
