position,entityId,entityName,droneId,droneName,eventType,description,riskType,distance,timestamp,visible,onlyRadar
{"lat":"45.58401871273211","lng":"8.722830031672375"},"CRITICAL_ASSET_1652283713830","APP_35_L","B7luLDjrlNp6SMFj4IYP","Drone_02","DRONE_VS_CA","drone vs critical asset","YELLOW",2123.35,1549641878200,false,true
{"lat":"45.584025969875796","lng":"8.722867162855026"},"CRITICAL_ASSET_1652283713830","APP_35_L","B7luLDjrlNp6SMFj4IYP","Drone_02","DRONE_VS_CA","drone vs critical asset","YELLOW",2121.79,1549641879200,true,true
{"lat":"45.58403322701948","lng":"8.722904294037678"},"CRITICAL_ASSET_1652283713830","APP_35_L","B7luLDjrlNp6SMFj4IYP","Drone_02","DRONE_VS_CA","drone vs critical asset","YELLOW",2120.24,1549641880200,false,true
{"lat":"45.58404048416316","lng":"8.722941425220329"},"CRITICAL_ASSET_1652283713830","APP_35_L","B7luLDjrlNp6SMFj4IYP","Drone_02","DRONE_VS_CA","drone vs critical asset","YELLOW",2118.68,1549641881200,true,true
{"lat":"45.58404774130685","lng":"8.72297855640298"},"CRITICAL_ASSET_1652283713830","APP_35_L","B7luLDjrlNp6SMFj4IYP","Drone_02","DRONE_VS_CA","drone vs critical asset","YELLOW",2117.13,1549641882200,false,true
{"lat":"45.584156598462116","lng":"8.723535524142745"},"CRITICAL_ASSET_1652283713830","APP_35_L","B7luLDjrlNp6SMFj4IYP","Drone_02","DRONE_VS_CA","drone vs critical asset","YELLOW",2094.24,1549641897200,true,true
{"lat":"45.5841638556058","lng":"8.723572655325396"},"CRITICAL_ASSET_1652283713830","APP_35_L","B7luLDjrlNp6SMFj4IYP","Drone_02","DRONE_VS_CA","drone vs critical asset","YELLOW",2092.74,1549641898200,false,true
{"lat":"45.58419288418054","lng":"8.723721180056"},"CRITICAL_ASSET_1652283713830","APP_35_L","B7luLDjrlNp6SMFj4IYP","Drone_02","DRONE_VS_CA","drone vs critical asset","YELLOW",2086.78,1549641902200,true,true
{"lat":"45.584200141324224","lng":"8.723758311238651"},"CRITICAL_ASSET_1652283713830","APP_35_L","B7luLDjrlNp6SMFj4IYP","Drone_02","DRONE_VS_CA","drone vs critical asset","YELLOW",2085.29,1549641903200,false,true
{"lat":"45.584221912755275","lng":"8.723869704786605"},"CRITICAL_ASSET_1652283713830","APP_35_L","B7luLDjrlNp6SMFj4IYP","Drone_02","DRONE_VS_CA","drone vs critical asset","YELLOW",2080.86,1549641906200,true,true
{"lat":"45.58422916989896","lng":"8.723906835969254"},"CRITICAL_ASSET_1652283713830","APP_35_L","B7luLDjrlNp6SMFj4IYP","Drone_02","DRONE_VS_CA","drone vs critical asset","YELLOW",2079.39,1549641907200,false,true
{"lat":"45.58425094133001","lng":"8.724018229517208"},"CRITICAL_ASSET_1652283713830","APP_35_L","B7luLDjrlNp6SMFj4IYP","Drone_02","DRONE_VS_CA","drone vs critical asset","YELLOW",2075,1549641910200,true,true
{"lat":"45.5842581984737","lng":"8.72405536069986"},"CRITICAL_ASSET_1652283713830","APP_35_L","B7luLDjrlNp6SMFj4IYP","Drone_02","DRONE_VS_CA","drone vs critical asset","YELLOW",2073.54,1549641911200,false,true
{"lat":"45.584287227048435","lng":"8.724203885430462"},"CRITICAL_ASSET_1652283713830","APP_35_L","B7luLDjrlNp6SMFj4IYP","Drone_02","DRONE_VS_CA","drone vs critical asset","YELLOW",2067.74,1549641915200,true,true
{"lat":"45.5843017413358","lng":"8.724278147795765"},"CRITICAL_ASSET_1652283713830","APP_35_L","B7luLDjrlNp6SMFj4IYP","Drone_02","DRONE_VS_CA","drone vs critical asset","YELLOW",2064.86,1549641917200,false,true
{"lat":"45.58431625562317","lng":"8.724352410161067"},"CRITICAL_ASSET_1652283713830","APP_35_L","B7luLDjrlNp6SMFj4IYP","Drone_02","DRONE_VS_CA","drone vs critical asset","YELLOW",2062,1549641919200,true,true
{"lat":"45.58432351276686","lng":"8.724389541343719"},"CRITICAL_ASSET_1652283713830","APP_35_L","B7luLDjrlNp6SMFj4IYP","Drone_02","DRONE_VS_CA","drone vs critical asset","YELLOW",2060.57,1549641920200,false,true
{"lat":"45.58436705562896","lng":"8.724612328439624"},"CRITICAL_ASSET_1652283713830","APP_35_L","B7luLDjrlNp6SMFj4IYP","Drone_02","DRONE_VS_CA","drone vs critical asset","YELLOW",2052.07,1549641926200,true,true
{"lat":"45.584374312772646","lng":"8.724649459622276"},"CRITICAL_ASSET_1652283713830","APP_35_L","B7luLDjrlNp6SMFj4IYP","Drone_02","DRONE_VS_CA","drone vs critical asset","YELLOW",2050.67,1549641927200,false,true
{"lat":"45.5843960842037","lng":"8.724760853170228"},"CRITICAL_ASSET_1652283713830","APP_35_L","B7luLDjrlNp6SMFj4IYP","Drone_02","DRONE_VS_CA","drone vs critical asset","YELLOW",2046.48,1549641930200,true,true
{"lat":"45.58440334134738","lng":"8.724797984352879"},"CRITICAL_ASSET_1652283713830","APP_35_L","B7luLDjrlNp6SMFj4IYP","Drone_02","DRONE_VS_CA","drone vs critical asset","YELLOW",2045.09,1549641931200,false,true
{"lat":"45.58441059849107","lng":"8.72483511553553"},"CRITICAL_ASSET_1652283713830","APP_35_L","B7luLDjrlNp6SMFj4IYP","Drone_02","DRONE_VS_CA","drone vs critical asset","YELLOW",2043.7,1549641932200,true,true
{"lat":"45.584417855634754","lng":"8.724872246718181"},"CRITICAL_ASSET_1652283713830","APP_35_L","B7luLDjrlNp6SMFj4IYP","Drone_02","DRONE_VS_CA","drone vs critical asset","YELLOW",2042.32,1549641933200,false,true
{"lat":"45.58443236992212","lng":"8.724946509083484"},"CRITICAL_ASSET_1652283713830","APP_35_L","B7luLDjrlNp6SMFj4IYP","Drone_02","DRONE_VS_CA","drone vs critical asset","YELLOW",2039.56,1549641935200,true,true
{"lat":"45.584439627065805","lng":"8.724983640266133"},"CRITICAL_ASSET_1652283713830","APP_35_L","B7luLDjrlNp6SMFj4IYP","Drone_02","DRONE_VS_CA","drone vs critical asset","YELLOW",2038.19,1549641936200,false,true
