position,scenario,exercise,trafficType,objectId,timestamp,visible,authorized,moving,speed,status,phase,name,creator,heading,droneType,onlyRadar
{"lat":"45.64614876839686","lng":"8.725851644145791"},"LIMC","2022-06-16 18:04:31.575","plane","EZY363E",1549641177100,true,true,false,0,"ok","PUSHBACK_TAXI","EZY363E","eArts",259,"UNKNOW","false"
{"lat":"45.570824880357684","lng":"8.729466104619652"},"LIMC","2022-06-16 18:04:31.575","drone","h2cS3z2xs6bV30xlWdPn",1549641180100,false,false,false,3,"ok","none","Drone_04"," - Flutter App",0,"iGbdly63CmE9yNzl8Xus","true"
{"lat":"45.62375932197291","lng":"8.718191919429323"},"LIMC","2022-06-16 18:04:31.575","plane","AEA406",1549641184100,true,true,false,0,"ok","PUSHBACK_TAXI","AEA406","eArts",324,"UNKNOW","false"
{"lat":"45.62460250393698","lng":"8.719825728416836"},"LIMC","2022-06-16 18:04:31.575","plane","ADH124",1549641177100,true,true,false,0,"ok","STATIONARY","ADH124","eArts",78,"UNKNOW","false"
{"lat":"45.621954133615844","lng":"8.71580164458004"},"LIMC","2022-06-16 18:04:31.575","plane","NAPOLI",1549641178100,true,true,false,0,"ok","STATIONARY","NAPOLI","eArts",529,"UNKNOW","false"
{"lat":"45.61417992051219","lng":"8.723798292718275"},"LIMC","2022-06-16 18:04:31.575","plane","AUA516P",1549641179100,true,true,false,10,"ok","TAXIING","AUA516P","eArts",138,"UNKNOW","false"
{"lat":"45.570824880357684","lng":"8.729466104619652"},"LIMC","2022-06-16 18:04:31.575","drone","h2cS3z2xs6bV30xlWdPn",1549641181100,false,false,false,3,"ok","none","Drone_04"," - Flutter App",0,"iGbdly63CmE9yNzl8Xus","true"
{"lat":"45.61410536654361","lng":"8.724532510302728"},"LIMC","2022-06-16 18:04:31.575","plane","AUA516P",1549641185100,true,true,false,10,"ok","TAXIING","AUA516P","eArts",79,"UNKNOW","false"
{"lat":"45.62460250393698","lng":"8.719825728416836"},"LIMC","2022-06-16 18:04:31.575","plane","ADH124",1549641189100,true,true,false,0,"ok","STATIONARY","ADH124","eArts",78,"UNKNOW","false"
{"lat":"45.61419682274607","lng":"8.725180972648772"},"LIMC","2022-06-16 18:04:31.575","plane","AUA516P",1549641190100,true,true,false,10,"ok","TAXIING","AUA516P","eArts",78,"UNKNOW","false"
{"lat":"45.64881585905251","lng":"8.696973263347996"},"LIMC","2022-06-16 18:04:31.575","drone","kyejbm3bsMpGH6Bl3LX1",1549641190100,false,false,true,5,"ok","none","Drone_05","Maurizio - Flutter App",52,"1FP8D5Gx2nCkwsXKiTPb","true"
{"lat":"45.614251254490256","lng":"8.725570170738983"},"LIMC","2022-06-16 18:04:31.575","plane","AUA516P",1549641193100,true,true,false,10,"ok","TAXIING","AUA516P","eArts",79,"UNKNOW","false"
{"lat":"45.61798806777071","lng":"8.722651955047018"},"LIMC","2022-06-16 18:04:31.575","plane","ADH138",1549641196100,true,true,false,10,"ok","TAXIING","ADH138","eArts",169,"UNKNOW","false"
{"lat":"45.570824880357684","lng":"8.729466104619652"},"LIMC","2022-06-16 18:04:31.575","drone","h2cS3z2xs6bV30xlWdPn",1549641196100,false,false,false,3,"ok","none","Drone_04"," - Flutter App",0,"iGbdly63CmE9yNzl8Xus","true"
{"lat":"45.681609185328156","lng":"8.708852702430958"},"LIMC","2022-06-16 18:04:31.575","drone","DW3riaXL7ggZUqzgbbZD",1549641197100,false,false,false,3,"ok","none","Drone_03"," - Flutter App",0,"1FP8D5Gx2nCkwsXKiTPb","true"
{"lat":"45.62460250393698","lng":"8.719825728416836"},"LIMC","2022-06-16 18:04:31.575","plane","ADH124",1549641197100,true,true,false,0,"ok","STATIONARY","ADH124","eArts",78,"UNKNOW","false"
{"lat":"45.681609185328156","lng":"8.708852702430958"},"LIMC","2022-06-16 18:04:31.575","drone","DW3riaXL7ggZUqzgbbZD",1549641198100,false,false,false,3,"ok","none","Drone_03"," - Flutter App",0,"1FP8D5Gx2nCkwsXKiTPb","true"
{"lat":"45.621954133615844","lng":"8.71580164458004"},"LIMC","2022-06-16 18:04:31.575","plane","NAPOLI",1549641198100,true,true,false,0,"ok","STATIONARY","NAPOLI","eArts",529,"UNKNOW","false"
{"lat":"45.62460250393698","lng":"8.719825728416836"},"LIMC","2022-06-16 18:04:31.575","plane","ADH124",1549641198100,true,true,false,0,"ok","STATIONARY","ADH124","eArts",78,"UNKNOW","false"
{"lat":"45.61771549718722","lng":"8.722727417962634"},"LIMC","2022-06-16 18:04:31.575","plane","ADH138",1549641199100,true,true,false,10,"ok","TAXIING","ADH138","eArts",169,"UNKNOW","false"
{"lat":"45.61429484558516","lng":"8.725879776858742"},"LIMC","2022-06-16 18:04:31.575","plane","AUA516P",1549641200100,true,true,false,3,"ok","LININGUP","AUA516P","eArts",79,"UNKNOW","false"
{"lat":"45.621954133615844","lng":"8.71580164458004"},"LIMC","2022-06-16 18:04:31.575","plane","NAPOLI",1549641202100,true,true,false,0,"ok","STATIONARY","NAPOLI","eArts",529,"UNKNOW","false"
{"lat":"45.570824880357684","lng":"8.729466104619652"},"LIMC","2022-06-16 18:04:31.575","drone","h2cS3z2xs6bV30xlWdPn",1549641202100,false,false,false,3,"ok","none","Drone_04"," - Flutter App",0,"iGbdly63CmE9yNzl8Xus","true"
{"lat":"45.64617141770204","lng":"8.72602066005317"},"LIMC","2022-06-16 18:04:31.575","plane","EZY363E",1549641203100,true,true,false,0,"ok","PUSHBACK_TAXI","EZY363E","eArts",259,"UNKNOW","false"
{"lat":"45.621954133615844","lng":"8.71580164458004"},"LIMC","2022-06-16 18:04:31.575","plane","NAPOLI",1549641204100,true,true,false,0,"ok","STATIONARY","NAPOLI","eArts",529,"UNKNOW","false"
