id,progressType,time
"ADH138","Gate Occupied",1549641067100
"AUA516P","Gate Occupied",1549641067100
"ADH124","Gate Occupied",1549641067100
"EZY363E","Gate Occupied",1549641068100
"AEA406","Gate Occupied",1549641068100
"EZY152X","Gate Occupied",1549641068100
"NAPOLI","Gate Occupied",1549641068100
"ADH124","Gate Occupied",1549641067100
"EZY363E","Gate Occupied",1549641068100
"ADH138","Gate Occupied",1549641067100
"NAPOLI","Gate Occupied",1549641068100
"AEA406","Gate Occupied",1549641068100
"AUA516P","Gate Occupied",1549641067100
"EZY152X","Gate Occupied",1549641068100
"ADH124","Gate Occupied",1549641067100
"AEA406","Gate Occupied",1549641068100
"NAPOLI","Gate Occupied",1549641068100
"ADH138","Gate Occupied",1549641067100
"EZY363E","Gate Occupied",1549641068100
"AUA516P","Gate Occupied",1549641067100
"EZY152X","Gate Occupied",1549641068100
"ADH124","Gate Occupied",1549641067100
"AEA406","Gate Occupied",1549641068100
"ADH138","Gate Occupied",1549641067100
"EZY363E","Gate Occupied",1549641068100
"AUA516P","Gate Occupied",1549641067100
"EZY152X","Gate Occupied",1549641068100
"NAPOLI","Gate Occupied",1549641068100
"ADH124","Gate Occupied",1549641067100
"EZY363E","Gate Occupied",1549641068100
"NAPOLI","Gate Occupied",1549641068100
"EZY152X","Gate Occupied",1549641068100
"ADH138","Gate Occupied",1549641067100
"AUA516P","Gate Occupied",1549641067100
"AEA406","Gate Occupied",1549641068100
"NAPOLI","Gate Occupied",1549641068100
"ADH124","Gate Occupied",1549641067100
"EZY363E","Gate Occupied",1549641068100
"AEA406","Gate Occupied",1549641068100
"EZY152X","Gate Occupied",1549641068100
"AUA516P","Gate Occupied",1549641067100
"ADH138","Gate Occupied",1549641067100
