position,scenario,exercise,trafficType,objectId,timestamp,visible,authorized,moving,speed,status,phase,name,creator,heading,droneType,onlyRadar
{"lat":"45.61033668821027","lng":"8.808666209596797"},"LIMC","2022-06-01 16:01:23.62","drone","DijJ0Xu9zw1JoUsXqqg6",1549641066100,false,false,false,3,"ok","none","Drone_03"," - Flutter App",0,"iGbdly63CmE9yNzl8Xus","false"
{"lat":"45.655359159731915","lng":"8.769352687944183"},"LIMC","2022-06-01 16:01:23.62","drone","b59oe0TUhWftja6Hay1k",1549641062000,false,false,false,3,"ok","none","Drone_02"," - Flutter App",0,"qJfB2EiRwZzorBCifwNH","false"
{"lat":"45.655359159731915","lng":"8.769352687944183"},"LIMC","2022-06-01 16:01:23.62","drone","b59oe0TUhWftja6Hay1k",1549641060000,false,false,false,3,"ok","none","Drone_02"," - Flutter App",0,"qJfB2EiRwZzorBCifwNH","false"
{"lat":"45.64302535228929","lng":"8.676336941363454"},"LIMC","2022-06-01 16:01:23.62","drone","qKb80uFvMKLWI0NmaIjP",1549641066100,false,false,false,3,"ok","none","Drone_01"," - Flutter App",0,"AOe1Xx3NxyiGci0wcwNf","false"
{"lat":"45.655359159731915","lng":"8.769352687944183"},"LIMC","2022-06-01 16:01:23.62","drone","b59oe0TUhWftja6Hay1k",1549641063000,false,false,false,3,"ok","none","Drone_02"," - Flutter App",0,"qJfB2EiRwZzorBCifwNH","false"
{"lat":"45.61033668821027","lng":"8.808666209596797"},"LIMC","2022-06-01 16:01:23.62","drone","DijJ0Xu9zw1JoUsXqqg6",1549641064100,false,false,false,3,"ok","none","Drone_03"," - Flutter App",0,"iGbdly63CmE9yNzl8Xus","false"
{"lat":"45.45479528889157","lng":"8.782268329295013"},"LIMC","2022-06-01 16:01:23.62","plane","EZY80XC",1549641066100,true,true,false,132,"ok","AIRBORNE","EZY80XC","eArts",349,"UNKNOW","false"
{"lat":"45.70198185083757","lng":"8.807210345423416"},"LIMC","2022-06-01 16:01:23.62","plane","EZY84HN",1549641066100,true,true,false,181,"ok","AIRBORNE","EZY84HN","eArts",152,"UNKNOW","false"
{"lat":"44.40505456497941","lng":"9.291198998349634"},"LIMC","2022-06-01 16:01:23.62","plane","EZY53VK",1549641068100,true,true,false,189,"ok","AIRBORNE","EZY53VK","eArts",346,"UNKNOW","false"
{"lat":"45.45713508759917","lng":"8.781608546901431"},"LIMC","2022-06-01 16:01:23.62","plane","EZY80XC",1549641068100,true,true,false,132,"ok","AIRBORNE","EZY80XC","eArts",349,"UNKNOW","false"
{"lat":"45.30865025296055","lng":"8.985089932094663"},"LIMC","2022-06-01 16:01:23.62","plane","GWI3820",1549641071100,true,true,false,139,"ok","AIRBORNE","GWI3820","eArts",323,"UNKNOW","false"
{"lat":"44.40998754792858","lng":"9.28954680644121"},"LIMC","2022-06-01 16:01:23.62","plane","EZY53VK",1549641071100,true,true,false,189,"ok","AIRBORNE","EZY53VK","eArts",346,"UNKNOW","false"
{"lat":"45.62460250393698","lng":"8.719825728416836"},"LIMC","2022-06-01 16:01:23.62","plane","ADH124",1549641071100,true,true,false,0,"ok","STATIONARY","ADH124","eArts",78,"UNKNOW","false"
{"lat":"45.62417644286196","lng":"8.717764525109455"},"LIMC","2022-06-01 16:01:23.62","plane","AEA406",1549641071100,true,true,false,0,"ok","STATIONARY","AEA406","eArts",324,"UNKNOW","false"
{"lat":"45.62043065925101","lng":"8.720971821513615"},"LIMC","2022-06-01 16:01:23.62","plane","AUA516P",1549641071100,true,true,false,0,"ok","STATIONARY","AUA516P","eArts",80,"UNKNOW","false"
{"lat":"45.64605738463119","lng":"8.725169731353391"},"LIMC","2022-06-01 16:01:23.62","plane","EZY363E",1549641073100,true,true,false,0,"ok","STATIONARY","EZY363E","eArts",259,"UNKNOW","false"
{"lat":"44.41655478013664","lng":"9.287346809589385"},"LIMC","2022-06-01 16:01:23.62","plane","EZY53VK",1549641074100,true,true,false,188,"ok","AIRBORNE","EZY53VK","eArts",346,"UNKNOW","false"
