name,description,Yellow Infringements,Orange Infringements,Red Infringements,Mean Time of Yellow Infringements [s],Worst Time of Yellow Infringements [s],Mean Time of Orange Infringements [s],Worst Time of Orange Infringements [s],Mean Time of Red Infringements [s],Worst Time of Red Infringements [s],Yellow Plane-Infringements,Yellow Asset-Infringements,Orange Plane-Infringements,Orange Asset-Infringements,Red Plane-Infringements,Red Asset-Infringements,Mean Time of Yellow Plane-Infringements [s],Worst Time of Yellow Plane-Infringements [s],Mean Time of Yellow Asset-Infringements [s],Worst Time of Yellow Asset-Infringements [s],Mean Time of Orange Plane-Infringements [s],Worst Time of Orange Plane-Infringements [s],Mean Time of Orange Asset-Infringements [s],Worst Time of Orange Asset-Infringements [s],Mean Time of Red Plane-Infringements [s],Worst Time of Red Plane-Infringements [s],Mean Time of Red Asset-Infringements [s],Worst Time of Red Asset-Infringements [s],Safety Degradation
LIMC_2022_06_23_16_24_00_266,Threat on 35R - Drone 02,1,1,0,43.0,43.0,410.0,410.0,0,0,0,1,0,1,0,0,0,0,43.0,43.0,0,0,410.0,410.0,0,0,0,0,2
