position,scenario,exercise,trafficType,objectId,timestamp,visible,authorized,moving,speed,status,phase,name,creator,heading,droneType,onlyRadar
{"lat":"41.045308","lng":"14.332079"},"LIMC","2022-05-06 15:00:00.000","drone","ITA-1018651815",1659019389753,true,true,true,3,"ok","none","ITA-1018651815","Topview",0,"UNKNOW","true"
{"lat":"41.045308","lng":"14.332079"},"LIMC","2022-05-06 15:00:00.000","drone","ITA-1018651815",1659019389753,true,true,true,3,"ok","none","ITA-1018651815","Topview",0,"UNKNOW","true"
{"lat":"41.045308","lng":"14.332079"},"LIMC","2022-05-06 15:00:00.000","drone","ITA-1018651815",1659019389753,true,true,true,3,"ok","none","ITA-1018651815","Topview",0,"UNKNOW","true"
{"lat":"41.045308","lng":"14.332079"},"LIMC","2022-05-06 15:00:00.000","drone","ITA-1018651815",1659019389941,true,true,true,3,"ok","none","ITA-1018651815","Topview",0,"UNKNOW","true"
{"lat":"41.045308","lng":"14.332079"},"LIMC","2022-05-06 15:00:00.000","drone","ITA-1018651815",1659019390262,true,true,true,3,"ok","none","ITA-1018651815","Topview",0,"UNKNOW","true"
{"lat":"41.045308","lng":"14.332079"},"LIMC","2022-05-06 15:00:00.000","drone","ITA-1018651815",1659019390661,true,true,true,3,"ok","none","ITA-1018651815","Topview",0,"UNKNOW","true"
{"lat":"41.045308","lng":"14.332079"},"LIMC","2022-05-06 15:00:00.000","drone","ITA-1018651815",1659019508437,true,true,true,3,"ok","none","ITA-1018651815","Topview",0,"UNKNOW","false"
{"lat":"41.045308","lng":"14.332079"},"LIMC","2022-05-06 15:00:00.000","drone","ITA-1018651815",1659019509264,true,true,true,3,"ok","none","ITA-1018651815","Topview",0,"UNKNOW","false"
{"lat":"41.045308","lng":"14.332079"},"LIMC","2022-05-06 15:00:00.000","drone","ITA-1018651815",1659019509408,true,true,true,3,"ok","none","ITA-1018651815","Topview",0,"UNKNOW","false"
{"lat":"41.045308","lng":"14.332079"},"LIMC","2022-05-06 15:00:00.000","drone","ITA-1018651815",1659019509408,true,true,true,3,"ok","none","ITA-1018651815","Topview",0,"UNKNOW","false"
{"lat":"41.045308","lng":"14.332079"},"LIMC","2022-05-06 15:00:00.000","drone","ITA-1018651815",1659019509408,true,true,true,3,"ok","none","ITA-1018651815","Topview",0,"UNKNOW","false"
{"lat":"41.045308","lng":"14.332079"},"LIMC","2022-05-06 15:00:00.000","drone","ITA-1018651815",1659019606905,true,true,true,3,"ok","none","ITA-1018651815","Topview",0,"UNKNOW","false"
{"lat":"41.045308","lng":"14.332079"},"LIMC","2022-05-06 15:00:00.000","drone","ITA-1018651815",1659019606905,true,true,true,3,"ok","none","ITA-1018651815","Topview",0,"UNKNOW","false"
{"lat":"41.045308","lng":"14.332079"},"LIMC","2022-05-06 15:00:00.000","drone","ITA-1018651815",1659019904557,true,true,true,3,"ok","none","ITA-1018651815","Topview",0,"UNKNOW","false"
{"lat":"41.045308","lng":"14.332079"},"LIMC","2022-05-06 15:00:00.000","drone","ITA-1018651815",1659019904557,false,true,true,3,"ok","none","ITA-1018651815","Topview",0,"UNKNOW","false"
{"lat":"41.045308","lng":"14.332079"},"LIMC","2022-05-06 15:00:00.000","drone","ITA-1018651815",1659019904557,true,true,true,3,"ok","none","ITA-1018651815","Topview",0,"UNKNOW","false"
{"lat":"41.045308","lng":"14.332079"},"LIMC","2022-05-06 15:00:00.000","drone","ITA-1018651815",1659019976457,false,true,true,3,"ok","none","ITA-1018651815","Topview",0,"UNKNOW","false"
{"lat":"41.045308","lng":"14.332079"},"LIMC","2022-05-06 15:00:00.000","drone","ITA-1018651815",1659019976457,false,true,true,3,"ok","none","ITA-1018651815","Topview",0,"UNKNOW","false"
{"lat":"41.045308","lng":"14.332079"},"LIMC","2022-05-06 15:00:00.000","drone","ITA-1018651815",1659019977392,false,true,true,3,"ok","none","ITA-1018651815","Topview",0,"UNKNOW","false"
{"lat":"41.045308","lng":"14.332079"},"LIMC","2022-05-06 15:00:00.000","drone","ITA-1018651815",1659078141191,false,false,true,3,"ok","none","ITA-1018651815","Topview",0,"UNKNOW","true"
{"lat":"41.045308","lng":"14.332079"},"LIMC","2022-05-06 15:00:00.000","drone","ITA-1018651815",1659078142314,false,false,true,3,"ok","none","ITA-1018651815","Topview",0,"UNKNOW","true"
{"lat":"41.045308","lng":"14.332079"},"LIMC","2022-05-06 15:00:00.000","drone","ITA-1018651815",1659078142314,false,false,true,3,"ok","none","ITA-1018651815","Topview",0,"UNKNOW","true"
{"lat":"41.045308","lng":"14.332079"},"LIMC","2022-05-06 15:00:00.000","drone","ITA-1018651815",1659078155919,false,false,true,3,"ok","none","ITA-1018651815","Topview",0,"UNKNOW","true"
{"lat":"41.045308","lng":"14.332079"},"LIMC","2022-05-06 15:00:00.000","drone","ITA-1018651815",1659078173925,false,false,true,3,"ok","none","ITA-1018651815","Topview",0,"UNKNOW","true"
{"lat":"41.045308","lng":"14.332079"},"LIMC","2022-05-06 15:00:00.000","drone","ITA-1018651815",1659078179929,false,false,true,3,"ok","none","ITA-1018651815","Topview",0,"UNKNOW","true"
{"lat":"41.045308","lng":"14.332079"},"LIMC","2022-05-06 15:00:00.000","drone","ITA-1018651815",1659078183928,false,false,true,3,"ok","none","ITA-1018651815","Topview",0,"UNKNOW","true"
{"lat":"41.045308","lng":"14.332079"},"LIMC","2022-05-06 15:00:00.000","drone","ITA-1018651815",1659078187946,false,false,true,3,"ok","none","ITA-1018651815","Topview",0,"UNKNOW","true"
{"lat":"41.045308","lng":"14.332079"},"LIMC","2022-05-06 15:00:00.000","drone","ITA-1018651815",1659078209971,true,false,true,3,"ok","none","ITA-1018651815","Topview",0,"UNKNOW","true"
{"lat":"41.045308","lng":"14.332079"},"LIMC","2022-05-06 15:00:00.000","drone","ITA-1018651815",1659078215997,false,false,true,3,"ok","none","ITA-1018651815","Topview",0,"UNKNOW","true"
{"lat":"41.045308","lng":"14.332079"},"LIMC","2022-05-06 15:00:00.000","drone","ITA-1018651815",1659078239002,false,false,true,3,"ok","none","ITA-1018651815","Topview",0,"UNKNOW","true"
{"lat":"41.045308","lng":"14.332079"},"LIMC","2022-05-06 15:00:00.000","drone","ITA-1018651815",1659078245007,false,false,true,3,"ok","none","ITA-1018651815","Topview",0,"UNKNOW","true"
{"lat":"41.045308","lng":"14.332079"},"LIMC","2022-05-06 15:00:00.000","drone","ITA-1018651815",1659078252017,true,false,true,3,"ok","none","ITA-1018651815","Topview",0,"UNKNOW","false"
{"lat":"41.045308","lng":"14.332079"},"LIMC","2022-05-06 15:00:00.000","drone","ITA-1018651815",1659078257022,false,false,true,3,"ok","none","ITA-1018651815","Topview",0,"UNKNOW","true"
{"lat":"41.045308","lng":"14.332079"},"LIMC","2022-05-06 15:00:00.000","drone","ITA-1018651815",1659078257022,true,false,true,3,"ok","none","ITA-1018651815","Topview",0,"UNKNOW","false"
{"lat":"41.045308","lng":"14.332079"},"LIMC","2022-05-06 15:00:00.000","drone","ITA-1018651815",1659078270319,true,false,true,3,"ok","none","ITA-1018651815","Topview",0,"UNKNOW","false"
{"lat":"41.045308","lng":"14.332079"},"LIMC","2022-05-06 15:00:00.000","drone","ITA-1018651815",1659078288059,true,false,true,3,"ok","none","ITA-1018651815","Topview",0,"UNKNOW","false"
{"lat":"41.045308","lng":"14.332079"},"LIMC","2022-05-06 15:00:00.000","drone","ITA-1018651815",1659078292068,false,false,true,3,"ok","none","ITA-1018651815","Topview",0,"UNKNOW","true"
{"lat":"41.045308","lng":"14.332079"},"LIMC","2022-05-06 15:00:00.000","drone","ITA-1018651815",1659078295090,true,false,true,3,"ok","none","ITA-1018651815","Topview",0,"UNKNOW","false"
{"lat":"41.045308","lng":"14.332079"},"LIMC","2022-05-06 15:00:00.000","drone","ITA-1018651815",1659078298073,false,false,true,3,"ok","none","ITA-1018651815","Topview",0,"UNKNOW","true"
{"lat":"41.045308","lng":"14.332079"},"LIMC","2022-05-06 15:00:00.000","drone","ITA-1018651815",1659078302081,true,false,true,3,"ok","none","ITA-1018651815","Topview",0,"UNKNOW","false"
{"lat":"41.045308","lng":"14.332079"},"LIMC","2022-05-06 15:00:00.000","drone","ITA-1018651815",1659078324105,true,false,true,3,"ok","none","ITA-1018651815","Topview",0,"UNKNOW","false"
{"lat":"41.045308","lng":"14.332079"},"LIMC","2022-05-06 15:00:00.000","drone","ITA-1018651815",1659078325108,false,false,true,3,"ok","none","ITA-1018651815","Topview",0,"UNKNOW","true"
{"lat":"41.045308","lng":"14.332079"},"LIMC","2022-05-06 15:00:00.000","drone","ITA-1018651815",1659078325108,true,false,true,3,"ok","none","ITA-1018651815","Topview",0,"UNKNOW","false"
{"lat":"41.045308","lng":"14.332079"},"LIMC","2022-05-06 15:00:00.000","drone","ITA-1018651815",1659078328114,false,false,true,3,"ok","none","ITA-1018651815","Topview",0,"UNKNOW","true"
{"lat":"41.045308","lng":"14.332079"},"LIMC","2022-05-06 15:00:00.000","drone","ITA-1018651815",1659078350143,false,false,true,3,"ok","none","ITA-1018651815","Topview",0,"UNKNOW","true"
{"lat":"41.045308","lng":"14.332079"},"LIMC","2022-05-06 15:00:00.000","drone","ITA-1018651815",1659078352139,false,false,true,3,"ok","none","ITA-1018651815","Topview",0,"UNKNOW","true"
{"lat":"41.045308","lng":"14.332079"},"LIMC","2022-05-06 15:00:00.000","drone","ITA-1018651815",1659078359190,false,false,true,3,"ok","none","ITA-1018651815","Topview",0,"UNKNOW","true"
