name,description,Flights Released for Departures,Departure Rate [per 15 min],Landed Flights,Arrival Rate [per 15 min]
LIMC_2022_06_17_10_28_08_015,Threat parallel to runways - Drone 04,15,5.450003784724851,0,0.0
