name,description,Flights Released for Departures,Clearances for Departing Flights,Clearances for Departing Flights (Normalized),Landed Flights,Clearances for Arrival Flights,Clearances for Arrival Flights (Normalized),Workload Degradation
LIMC_2022_06_17_10_28_08_015,Threat parallel to runways - Drone 04,15,99,6.6,0,0,0,1
