id,progressType,time
"ADH138","Gate Occupied",1549640704000
"AUA516P","Gate Occupied",1549640704000
"NAPOLI","Gate Occupied",1549640704000
"EZY363E","Gate Occupied",1549640704000
"EZY152X","Gate Occupied",1549640821000
"AUA516P","Gate Vacated",1549640845000
"ADH138","Gate Vacated",1549640880000
"ADH124","Gate Occupied",1549640881000
"AEA406","Gate Occupied",1549640881000
"AUA516P","Stopbar approached",1549640944000
"EZY363E","Pushback Start",1549640949000
"EZY363E","Gate Vacated",1549640949000
"AUA516P","Lineup Start",1549640965000
"AUA516P","Stopbar Passed",1549640968000
"AUA516P","Runway Entry",1549640974000
"AEA406","Pushback Start",1549640979000
"AEA406","Gate Vacated",1549640979000
"AUA516P","Lineup Complete",1549640981000
"AUA516P","Takeoff",1549641011000
"ADH138","Stopbar approached",1549641039000
"ADH138","Lineup Start",1549641060000
"ADH138","Stopbar Passed",1549641063000
"ADH138","Runway Entry",1549641070000
"ADH138","Lineup Complete",1549641076000
"EZY363E","Pushback Complete",1549641100000
"ADH138","Takeoff",1549641109000
"AEA406","Pushback Complete",1549641193000
"NOS436","Gate Occupied",1549641241000
"EZY80XC","Touchdown",1549641274000
"EZY80XC","Runway Exit",1549641353000
"EZY80XC","Stopbar approached",1549641366000
"GWI3820","Touchdown",1549641425000
"EZY152X","Pushback Start",1549641432000
"EZY152X","Gate Vacated",1549641432000
"AEA406","Stopbar approached",1549641432000
"BAW13MX","Touchdown",1549641436000
"EZY80XC","Stopbar Passed",1549641436000
"EZY363E","Stopbar approached",1549641445000
"GWI3820","Runway Exit",1549641470000
"GWI3820","Stopbar approached",1549641479000
"EZY287C","Gate Occupied",1549641481000
"GWI3820","Stopbar Passed",1549641486000
"BAW13MX","Stopbar approached",1549641489000
"BAW13MX","Runway Exit",1549641494000
"BAW13MX","Stopbar Passed",1549641507000
"GWI3820","Stopbar approached",1549641517000
"GWI3820","Stopbar Passed",1549641544000
"GWI3820","Runway Entry",1549641554000
"GWI3820","Stopbar approached",1549641556000
"GWI3820","Runway Exit",1549641560000
"EZY363E","Lineup Start",1549641573000
"EZY363E","Stopbar Passed",1549641575000
"AEA406","Lineup Start",1549641586000
"EZY363E","Runway Entry",1549641587000
"AEA406","Stopbar Passed",1549641588000
"EZY363E","Lineup Complete",1549641594000
"AEA406","Runway Entry",1549641595000
"AEA406","Lineup Complete",1549641601000
"TAR757","Gate Occupied",1549641601000
"ADH646","Gate Occupied",1549641601000
"EZY152X","Pushback Complete",1549641629000
"AEA406","Stopbar approached",1549641432000
"AUA516P","Lineup Start",1549640965000
"ADH138","Gate Occupied",1549640704000
"GWI3820","Stopbar approached",1549641517000
"EZY363E","Pushback Complete",1549641100000
"ADH124","Gate Vacated",1549641677000
"EZY80XC","Runway Exit",1549641353000
"AUA516P","Takeoff",1549641011000
"GWI3820","Stopbar Passed",1549641486000
"EZY363E","Gate Vacated",1549640949000
"AUA516P","Runway Entry",1549640974000
"EZY80XC","Touchdown",1549641274000
"AEA406","Pushback Complete",1549641193000
"EZY363E","Gate Occupied",1549640704000
"ADH138","Lineup Start",1549641060000
"AEA406","Lineup Complete",1549641601000
"EZY152X","Gate Vacated",1549641432000
"EZY152X","Pushback Start",1549641432000
"BAW13MX","Stopbar Passed",1549641507000
"EZY363E","Lineup Start",1549641573000
"BAW13MX","Touchdown",1549641436000
"ADH646","Gate Occupied",1549641601000
"AUA516P","Gate Vacated",1549640845000
"ADH138","Stopbar Passed",1549641063000
"NOS436","Gate Occupied",1549641241000
"BAW13MX","Parked at Gate",1549641672000
"AEA406","Runway Entry",1549641595000
"EZY80XC","Stopbar approached",1549641366000
"GWI3820","Stopbar approached",1549641479000
"ADH138","Takeoff",1549641109000
"ADH124","Gate Occupied",1549640881000
"EZY363E","Stopbar Passed",1549641575000
"ADH138","Gate Vacated",1549640880000
"BAW13MX","Gate Occupied",1549641672000
"TAR757","Gate Occupied",1549641601000
"AEA406","Lineup Start",1549641586000
"EZY363E","Pushback Start",1549640949000
"EZY152X","Gate Occupied",1549640821000
"AEA406","Gate Occupied",1549640881000
"NAPOLI","Gate Occupied",1549640704000
"ADH138","Lineup Complete",1549641076000
"EZY80XC","Stopbar Passed",1549641436000
"GWI3820","Runway Exit",1549641560000
"AUA516P","Stopbar Passed",1549640968000
"BAW13MX","Stopbar approached",1549641489000
"EZY363E","Lineup Complete",1549641594000
"AUA516P","Lineup Complete",1549640981000
"ADH138","Stopbar approached",1549641039000
"GWI3820","Runway Entry",1549641554000
"EZY363E","Stopbar approached",1549641445000
"GWI3820","Runway Exit",1549641470000
"EZY363E","Runway Entry",1549641587000
"AEA406","Gate Vacated",1549640979000
"EZY287C","Gate Occupied",1549641481000
"AEA406","Stopbar Passed",1549641588000
"GWI3820","Touchdown",1549641425000
"GWI3820","Stopbar approached",1549641556000
"BAW13MX","Runway Exit",1549641494000
"AUA516P","Gate Occupied",1549640704000
"GWI3820","Stopbar Passed",1549641544000
"AEA406","Pushback Start",1549640979000
"ADH138","Runway Entry",1549641070000
"AUA516P","Stopbar approached",1549640944000
"EZY152X","Pushback Complete",1549641629000
"NOS436","Gate Vacated",1549641735000
"EZY54HY","Gate Occupied",1549641781000
"EZY80XC","Parked at Gate",1549641812000
"EZY80XC","Gate Occupied",1549641812000
"EZY363E","Takeoff started",1549641839000
"EZY22XF","Gate Occupied",1549641841000
"ADH124","Stopbar approached",1549641846000
"EZY363E","Takeoff",1549641875000
"GWI3820","Stopbar Passed",1549641878000
"AEA406","Takeoff started",1549641885000
"ADH124","Lineup Start",1549641894000
"ADH124","Stopbar Passed",1549641896000
"ADH124","Runway Entry",1549641908000
"TAR757","Gate Vacated",1549641911000
"TAR757","Pushback Start",1549641911000
"ADH124","Lineup Complete",1549641912000
"NOS436","Stopbar approached",1549641913000
"AEA406","Takeoff",1549641921000
"EZY22XF","Gate Vacated",1549641927000
"EZY22XF","Pushback Start",1549641927000
"ADH124","Takeoff started",1549641940000
"ADH124","Takeoff",1549641978000
"NOS436","Lineup Start",1549641990000
"NOS436","Stopbar Passed",1549641993000
"NOS436","Runway Entry",1549642000000
"NOS436","Lineup Complete",1549642006000
"EZY152X","Stopbar approached",1549642029000
"GWI3820","Gate Occupied",1549642031000
"GWI3820","Parked at Gate",1549642031000
"EZY152X","Lineup Start",1549642049000
"EZY152X","Stopbar Passed",1549642051000
"EZY152X","Runway Entry",1549642063000
"EZY152X","Lineup Complete",1549642070000
"WZZ2TY","Gate Occupied",1549642081000
"TAR757","Pushback Complete",1549642089000
"EZY152X","Takeoff",1549642102000
"NOS436","Takeoff started",1549642111000
"EZY22XF","Pushback Complete",1549642123000
"NOS436","Takeoff",1549642147000
