droneId,entityId,riskType,seconds
"8dOpKgPnSchaRnEHwBBe","CRITICAL_ASSET_1652283209960","ORANGE",204
"8dOpKgPnSchaRnEHwBBe","CRITICAL_ASSET_1652283773944","YELLOW",109
"8dOpKgPnSchaRnEHwBBe","CRITICAL_ASSET_1652283209960","RED",401
"8dOpKgPnSchaRnEHwBBe","CRITICAL_ASSET_1652283773944","ORANGE",129
"8dOpKgPnSchaRnEHwBBe","EZY152X","YELLOW",9
"8dOpKgPnSchaRnEHwBBe","CRITICAL_ASSET_1652283209960","YELLOW",221
"8dOpKgPnSchaRnEHwBBe","CRITICAL_ASSET_1652283773944","RED",219
"8dOpKgPnSchaRnEHwBBe","BAW13MX","YELLOW",4
"8dOpKgPnSchaRnEHwBBe","EZY363E","YELLOW",12
"8dOpKgPnSchaRnEHwBBe","NOS436","YELLOW",9
