droneId,entityId,riskType,seconds
"weeLBcFSBbGaTHHWQakO","CRITICAL_ASSET_1652340976057","YELLOW",144
"weeLBcFSBbGaTHHWQakO","CRITICAL_ASSET_1652282809098","YELLOW",179
"weeLBcFSBbGaTHHWQakO","CRITICAL_ASSET_1652283134068","YELLOW",193
"weeLBcFSBbGaTHHWQakO","NAPOLI","YELLOW",169
"weeLBcFSBbGaTHHWQakO","CRITICAL_ASSET_1652282978809","YELLOW",133
"weeLBcFSBbGaTHHWQakO","CRITICAL_ASSET_1652340976057","ORANGE",91
"weeLBcFSBbGaTHHWQakO","CRITICAL_ASSET_1652283104248","YELLOW",79
"weeLBcFSBbGaTHHWQakO","CRITICAL_ASSET_1652282809098","ORANGE",38
"weeLBcFSBbGaTHHWQakO","ADH646","YELLOW",9
