name,description,Flights Released for Departures,Clearances for Departing Flights,Clearances for Departing Flights (Normalized),Landed Flights,Clearances for Arrival Flights,Clearances for Arrival Flights (Normalized),Workload Degradation
LIMC_2022_06_24_12_37_38_218,Threat on tower - Drone 01,15,77,5.133333333333334,0,0,0,1
