id,progressType,time
"ADH138","Gate Occupied",1549641063100
"ADH124","Gate Occupied",1549641063100
"AUA516P","Gate Occupied",1549641063100
"NAPOLI","Gate Occupied",1549641063100
"EZY152X","Gate Occupied",1549641063100
"EZY363E","Gate Occupied",1549641063100
"AEA406","Gate Occupied",1549641063100
"AEA406","Pushback Start",1549641086100
"AEA406","Gate Vacated",1549641086100
"EZY363E","Pushback Start",1549641087100
"EZY363E","Gate Vacated",1549641087100
"AUA516P","Gate Vacated",1549641097100
"ADH138","Gate Vacated",1549641098100
"AUA516P","Stopbar approached",1549641196100
"AUA516P","Lineup Start",1549641217100
"AUA516P","Stopbar Passed",1549641220100
"AUA516P","Runway Entry",1549641226100
"AUA516P","Lineup Complete",1549641233100
"EZY363E","Pushback Complete",1549641238100
"NOS436","Gate Occupied",1549641241100
"ADH138","Stopbar approached",1549641257100
"AUA516P","Takeoff",1549641263100
"ADH138","Lineup Start",1549641285100
"ADH138","Stopbar Passed",1549641288100
"ADH138","Runway Entry",1549641295100
"AEA406","Pushback Complete",1549641300100
"ADH138","Lineup Complete",1549641301100
"ADH138","Takeoff started",1549641362100
"ADH138","Takeoff",1549641400100
"EZY152X","Pushback Start",1549641414100
"EZY152X","Gate Vacated",1549641414100
"EZY287C","Gate Occupied",1549641481100
"ADH124","Gate Vacated",1549641538100
"AEA406","Stopbar approached",1549641539100
"AEA406","Lineup Start",1549641561100
"AEA406","Stopbar Passed",1549641563100
"AEA406","Runway Entry",1549641570100
"AEA406","Lineup Complete",1549641576100
"AEA406","Takeoff started",1549641577100
"TAR757","Gate Occupied",1549641601100
"ADH646","Gate Occupied",1549641601100
"AEA406","Takeoff",1549641609100
"EZY152X","Pushback Complete",1549641611100
"ADH124","Stopbar approached",1549641682100
"EZY363E","Stopbar approached",1549641709100
"EZY363E","Lineup Start",1549641730100
"EZY363E","Stopbar Passed",1549641732100
"EZY363E","Runway Entry",1549641738100
"EZY363E","Lineup Complete",1549641744100
"EZY54HY","Gate Occupied",1549641781100
"EZY363E","Takeoff started",1549641782100
"EZY363E","Takeoff",1549641818100
"NOS436","Gate Vacated",1549641826100
"EZY22XF","Gate Occupied",1549641841100
"ADH124","Lineup Start",1549641847100
"ADH124","Stopbar Passed",1549641850100
"ADH124","Runway Entry",1549641857100
"ADH124","Lineup Complete",1549641863100
"TAR757","Pushback Start",1549641871100
"TAR757","Gate Vacated",1549641871100
"ADH124","Takeoff started",1549641889100
"ADH124","Takeoff",1549641927100
"EZY22XF","Pushback Start",1549641933100
"EZY22XF","Gate Vacated",1549641933100
"ADH646","Gate Vacated",1549641942100
"EZY152X","Stopbar approached",1549641994100
"NOS436","Stopbar approached",1549642005100
"EZY152X","Lineup Start",1549642015100
"EZY152X","Stopbar Passed",1549642017100
"EZY152X","Runway Entry",1549642023100
"NOS436","Lineup Start",1549642026100
"EZY152X","Lineup Complete",1549642029100
"NOS436","Stopbar Passed",1549642029100
"EZY152X","Takeoff started",1549642030100
"NOS436","Runway Entry",1549642036100
"NOS436","Lineup Complete",1549642042100
"TAR757","Pushback Complete",1549642049100
"NOS436","Takeoff started",1549642059100
"EZY152X","Takeoff",1549642062100
"WZZ2TY","Gate Occupied",1549642081100
"ADH646","Stopbar approached",1549642082100
"NOS436","Takeoff",1549642095100
"ADH646","Lineup Start",1549642102100
"ADH646","Stopbar Passed",1549642105100
"ADH646","Runway Entry",1549642112100
"ADH646","Lineup Complete",1549642118100
"ADH646","Takeoff started",1549642127100
"EZY22XF","Pushback Complete",1549642129100
"ADH646","Takeoff",1549642165100
"DLH1LC","Gate Occupied",1549642201100
"TAR757","Stopbar approached",1549642214100
"TAR757","Lineup Start",1549642246100
"TAR757","Stopbar Passed",1549642248100
"TAR757","Runway Entry",1549642254100
"TAR757","Takeoff started",1549642260100
"TAR757","Takeoff",1549642292100
"EZY22XF","Stopbar approached",1549642415100
