position,entityId,entityName,droneId,droneName,eventType,description,riskType,distance,timestamp,visible,onlyRadar
{"lat":"45.67266334625364","lng":"8.713897034898567"},"CRITICAL_ASSET_1652283773944","DEP_RWY_35_R","uaJyfGVRTpsHv2W8MsuE","Drone_03","DRONE_VS_CA","drone vs critical asset","YELLOW",2061.81,1549641802300,false,true
{"lat":"45.672511361813584","lng":"8.713817292159042"},"CRITICAL_ASSET_1652283773944","DEP_RWY_35_R","uaJyfGVRTpsHv2W8MsuE","Drone_03","DRONE_VS_CA","drone vs critical asset","YELLOW",2048.18,1549641808300,true,true
{"lat":"45.672486031073575","lng":"8.713804001702455"},"CRITICAL_ASSET_1652283773944","DEP_RWY_35_R","uaJyfGVRTpsHv2W8MsuE","Drone_03","DRONE_VS_CA","drone vs critical asset","YELLOW",2045.92,1549641809300,false,true
{"lat":"45.67243536959356","lng":"8.713777420789281"},"CRITICAL_ASSET_1652283773944","DEP_RWY_35_R","uaJyfGVRTpsHv2W8MsuE","Drone_03","DRONE_VS_CA","drone vs critical asset","YELLOW",2041.4,1549641811300,true,true
{"lat":"45.67241003885355","lng":"8.713764130332693"},"CRITICAL_ASSET_1652283773944","DEP_RWY_35_R","uaJyfGVRTpsHv2W8MsuE","Drone_03","DRONE_VS_CA","drone vs critical asset","YELLOW",2039.14,1549641812300,false,true
{"lat":"45.6722833851535","lng":"8.713697678049757"},"CRITICAL_ASSET_1652283773944","DEP_RWY_35_R","uaJyfGVRTpsHv2W8MsuE","Drone_03","DRONE_VS_CA","drone vs critical asset","YELLOW",2027.88,1549641817300,true,true
{"lat":"45.67225805441349","lng":"8.713684387593169"},"CRITICAL_ASSET_1652283773944","DEP_RWY_35_R","uaJyfGVRTpsHv2W8MsuE","Drone_03","DRONE_VS_CA","drone vs critical asset","YELLOW",2025.63,1549641818300,false,true
{"lat":"45.672182062193464","lng":"8.713644516223408"},"CRITICAL_ASSET_1652283773944","DEP_RWY_35_R","uaJyfGVRTpsHv2W8MsuE","Drone_03","DRONE_VS_CA","drone vs critical asset","YELLOW",2018.9,1549641821300,true,true
{"lat":"45.672156731453455","lng":"8.71363122576682"},"CRITICAL_ASSET_1652283773944","DEP_RWY_35_R","uaJyfGVRTpsHv2W8MsuE","Drone_03","DRONE_VS_CA","drone vs critical asset","YELLOW",2016.66,1549641822300,false,true
{"lat":"45.67208073923342","lng":"8.713591354397058"},"CRITICAL_ASSET_1652283773944","DEP_RWY_35_R","uaJyfGVRTpsHv2W8MsuE","Drone_03","DRONE_VS_CA","drone vs critical asset","YELLOW",2009.96,1549641825300,true,true
{"lat":"45.672055408493414","lng":"8.71357806394047"},"CRITICAL_ASSET_1652283773944","DEP_RWY_35_R","uaJyfGVRTpsHv2W8MsuE","Drone_03","DRONE_VS_CA","drone vs critical asset","YELLOW",2007.73,1549641826300,false,true
{"lat":"45.672030077753405","lng":"8.713564773483883"},"CRITICAL_ASSET_1652283773944","DEP_RWY_35_R","uaJyfGVRTpsHv2W8MsuE","Drone_03","DRONE_VS_CA","drone vs critical asset","YELLOW",2005.5,1549641827300,true,true
{"lat":"45.672004747013396","lng":"8.713551483027295"},"CRITICAL_ASSET_1652283773944","DEP_RWY_35_R","uaJyfGVRTpsHv2W8MsuE","Drone_03","DRONE_VS_CA","drone vs critical asset","YELLOW",2003.27,1549641828300,false,true
{"lat":"45.67197941627339","lng":"8.713538192570708"},"CRITICAL_ASSET_1652283773944","DEP_RWY_35_R","uaJyfGVRTpsHv2W8MsuE","Drone_03","DRONE_VS_CA","drone vs critical asset","YELLOW",2001.04,1549641829300,true,true
{"lat":"45.67195408553338","lng":"8.713524902114122"},"CRITICAL_ASSET_1652283773944","DEP_RWY_35_R","uaJyfGVRTpsHv2W8MsuE","Drone_03","DRONE_VS_CA","drone vs critical asset","YELLOW",1998.82,1549641830300,false,true
{"lat":"45.67185276257334","lng":"8.71347174028777"},"CRITICAL_ASSET_1652283209960","DEP_35_L","uaJyfGVRTpsHv2W8MsuE","Drone_03","DRONE_VS_CA","drone vs critical asset","YELLOW",2152.4,1549641834300,false,true
