position,entityId,entityName,droneId,droneName,eventType,description,riskType,distance,timestamp,visible,onlyRadar
{"lat":"45.65372142753055","lng":"8.742015691494906"},"CRITICAL_ASSET_1652283046149","RWY_35_R","YiGKY0k6aRcpQtJ9outA","Drone_02","DRONE_VS_CA","drone vs critical asset","YELLOW",2406.93,1549641529000,false,true
{"lat":"45.65372142753055","lng":"8.742015691494906"},"CRITICAL_ASSET_1652283773944","DEP_RWY_35_R","YiGKY0k6aRcpQtJ9outA","Drone_02","DRONE_VS_CA","drone vs critical asset","YELLOW",1473.43,1549641529000,false,true
{"lat":"45.65349107559056","lng":"8.741814752451436"},"CRITICAL_ASSET_1652283046149","RWY_35_R","YiGKY0k6aRcpQtJ9outA","Drone_02","DRONE_VS_CA","drone vs critical asset","YELLOW",2377.82,1549641535000,true,true
{"lat":"45.65349107559056","lng":"8.741814752451436"},"CRITICAL_ASSET_1652283773944","DEP_RWY_35_R","YiGKY0k6aRcpQtJ9outA","Drone_02","DRONE_VS_CA","drone vs critical asset","YELLOW",1461.22,1549641535000,true,true
{"lat":"45.653414291962285","lng":"8.74174777199765"},"CRITICAL_ASSET_1652283046149","RWY_35_R","YiGKY0k6aRcpQtJ9outA","Drone_02","DRONE_VS_CA","drone vs critical asset","YELLOW",2368.12,1549641537000,false,true
{"lat":"45.653414291962285","lng":"8.74174777199765"},"CRITICAL_ASSET_1652283773944","DEP_RWY_35_R","YiGKY0k6aRcpQtJ9outA","Drone_02","DRONE_VS_CA","drone vs critical asset","YELLOW",1457.27,1549641537000,false,true
{"lat":"45.653337508334005","lng":"8.741680791543866"},"CRITICAL_ASSET_1652283046149","RWY_35_R","YiGKY0k6aRcpQtJ9outA","Drone_02","DRONE_VS_CA","drone vs critical asset","YELLOW",2358.42,1549641539000,true,true
{"lat":"45.653337508334005","lng":"8.741680791543866"},"CRITICAL_ASSET_1652283773944","DEP_RWY_35_R","YiGKY0k6aRcpQtJ9outA","Drone_02","DRONE_VS_CA","drone vs critical asset","YELLOW",1453.37,1549641539000,true,true
{"lat":"45.65329911651987","lng":"8.741647301316974"},"CRITICAL_ASSET_1652283046149","RWY_35_R","YiGKY0k6aRcpQtJ9outA","Drone_02","DRONE_VS_CA","drone vs critical asset","YELLOW",2353.57,1549641540000,false,true
{"lat":"45.65329911651987","lng":"8.741647301316974"},"CRITICAL_ASSET_1652283773944","DEP_RWY_35_R","YiGKY0k6aRcpQtJ9outA","Drone_02","DRONE_VS_CA","drone vs critical asset","YELLOW",1451.45,1549641540000,false,true
{"lat":"45.65299198200676","lng":"8.741379379501833"},"CRITICAL_ASSET_1652283046149","RWY_35_R","YiGKY0k6aRcpQtJ9outA","Drone_02","DRONE_VS_CA","drone vs critical asset","YELLOW",2314.81,1549641548000,true,true
{"lat":"45.65299198200676","lng":"8.741379379501833"},"CRITICAL_ASSET_1652283773944","DEP_RWY_35_R","YiGKY0k6aRcpQtJ9outA","Drone_02","DRONE_VS_CA","drone vs critical asset","YELLOW",1436.57,1549641548000,true,true
