id,progressType,time
"AUA516P","Gate Occupied",1549641062000
"EZY363E","Gate Occupied",1549641062000
"EZY152X","Gate Occupied",1549641062000
"NAPOLI","Gate Occupied",1549641062000
"ADH124","Gate Occupied",1549641062000
"AEA406","Gate Occupied",1549641062000
"ADH138","Gate Occupied",1549641062000
"EZY363E","Pushback Start",1549641081000
"EZY363E","Gate Vacated",1549641081000
"AUA516P","Gate Vacated",1549641085000
"ADH138","Gate Vacated",1549641095000
"AEA406","Pushback Start",1549641136000
"AEA406","Gate Vacated",1549641136000
"AUA516P","Stopbar approached",1549641185000
"AUA516P","Lineup Start",1549641206000
"AUA516P","Stopbar Passed",1549641209000
"AUA516P","Runway Entry",1549641215000
"AUA516P","Lineup Complete",1549641222000
"EZY363E","Pushback Complete",1549641232000
"NOS436","Gate Occupied",1549641241000
"AUA516P","Takeoff",1549641252000
"ADH138","Stopbar approached",1549641254000
"ADH138","Lineup Start",1549641275000
"ADH138","Stopbar Passed",1549641277000
"ADH138","Runway Entry",1549641285000
"ADH138","Lineup Complete",1549641291000
"EZY152X","Pushback Start",1549641319000
"EZY152X","Gate Vacated",1549641319000
"ADH138","Takeoff",1549641324000
"AEA406","Pushback Complete",1549641350000
"EZY287C","Gate Occupied",1549641481000
"EZY152X","Pushback Complete",1549641516000
"EZY363E","Stopbar approached",1549641581000
"AEA406","Stopbar approached",1549641589000
"ADH124","Gate Vacated",1549641598000
"TAR757","Gate Occupied",1549641601000
"ADH646","Gate Occupied",1549641601000
"AEA406","Lineup Start",1549641611000
"AEA406","Stopbar Passed",1549641613000
"AEA406","Runway Entry",1549641620000
"AEA406","Lineup Complete",1549641626000
"AEA406","Takeoff started",1549641627000
"NOS436","Gate Vacated",1549641641000
"AEA406","Takeoff",1549641659000
"EZY363E","Lineup Start",1549641659000
"EZY363E","Stopbar Passed",1549641661000
"EZY363E","Runway Entry",1549641673000
"EZY363E","Lineup Complete",1549641680000
"EZY363E","Takeoff started",1549641698000
"EZY363E","Takeoff",1549641734300
"ADH124","Stopbar approached",1549641742300
"ADH124","Lineup Start",1549641763300
"ADH124","Stopbar Passed",1549641766300
"ADH124","Runway Entry",1549641773300
"EZY54HY","Gate Occupied",1549641781300
"ADH124","Lineup Complete",1549641779300
"ADH124","Takeoff",1549641812300
"NOS436","Stopbar approached",1549641819300
"NOS436","Lineup Start",1549641840300
"EZY22XF","Gate Occupied",1549641840300
"NOS436","Stopbar Passed",1549641843300
"NOS436","Runway Entry",1549641850300
"NOS436","Lineup Complete",1549641856300
"AUA516P","Gate Vacated",1549641085000
"NOS436","Gate Vacated",1549641641000
"EZY363E","Pushback Complete",1549641232000
"AEA406","Stopbar Passed",1549641613000
"TAR757","Pushback Start",1549641958300
"EZY152X","Gate Occupied",1549641062000
"AUA516P","Runway Entry",1549641215000
"AEA406","Pushback Complete",1549641350000
"EZY152X","Lineup Complete",1549641983300
"AEA406","Takeoff",1549641659000
"ADH124","Takeoff",1549641812300
"AEA406","Gate Vacated",1549641136000
"NOS436","Gate Occupied",1549641241000
"EZY363E","Takeoff",1549641734300
"AEA406","Lineup Complete",1549641626000
"AUA516P","Stopbar Passed",1549641209000
"NOS436","Stopbar Passed",1549641843300
"EZY152X","Stopbar Passed",1549641965300
"EZY22XF","Gate Occupied",1549641840300
"NOS436","Lineup Start",1549641840300
"AEA406","Takeoff started",1549641627000
"AEA406","Lineup Start",1549641611000
"NOS436","Takeoff",1549641888300
"ADH138","Takeoff",1549641324000
"ADH124","Stopbar Passed",1549641766300
"EZY363E","Stopbar approached",1549641581000
"EZY363E","Gate Occupied",1549641062000
"EZY152X","Lineup Start",1549641963300
"EZY22XF","Gate Vacated",1549641962300
"EZY363E","Lineup Complete",1549641680000
"ADH124","Lineup Complete",1549641779300
"NOS436","Lineup Complete",1549641856300
"EZY152X","Gate Vacated",1549641319000
"TAR757","Gate Occupied",1549641601000
"AUA516P","Stopbar approached",1549641185000
"AEA406","Stopbar approached",1549641589000
"EZY152X","Runway Entry",1549641976300
"ADH138","Runway Entry",1549641285000
"AUA516P","Takeoff",1549641252000
"ADH124","Stopbar approached",1549641742300
"EZY287C","Gate Occupied",1549641481000
"TAR757","Gate Vacated",1549641958300
"EZY22XF","Pushback Start",1549641962300
"ADH646","Gate Vacated",1549641965300
"AUA516P","Gate Occupied",1549641062000
"ADH646","Gate Occupied",1549641601000
"EZY152X","Stopbar approached",1549641942300
"NAPOLI","Gate Occupied",1549641062000
"EZY54HY","Gate Vacated",1549641965300
"ADH124","Gate Vacated",1549641598000
"AUA516P","Lineup Complete",1549641222000
"EZY152X","Pushback Start",1549641319000
"EZY152X","Takeoff",1549642015300
"ADH124","Lineup Start",1549641763300
"EZY363E","Runway Entry",1549641673000
"ADH124","Runway Entry",1549641773300
"EZY363E","Lineup Start",1549641659000
"AEA406","Pushback Start",1549641136000
"AUA516P","Lineup Start",1549641206000
"ADH138","Lineup Start",1549641275000
"ADH138","Stopbar approached",1549641254000
"EZY152X","Pushback Complete",1549641516000
"EZY363E","Gate Vacated",1549641081000
"EZY54HY","Pushback Start",1549641965300
"ADH138","Stopbar Passed",1549641277000
"AEA406","Runway Entry",1549641620000
"ADH138","Gate Occupied",1549641062000
"EZY363E","Stopbar Passed",1549641661000
"ADH138","Lineup Complete",1549641291000
"AEA406","Gate Occupied",1549641062000
"EZY363E","Takeoff started",1549641698000
"NOS436","Runway Entry",1549641850300
"ADH138","Gate Vacated",1549641095000
"ADH124","Gate Occupied",1549641062000
"NOS436","Stopbar approached",1549641819300
"EZY363E","Pushback Start",1549641081000
"EZY54HY","Gate Occupied",1549641781300
"WZZ2TY","Gate Occupied",1549642081300
"EZY54HY","Pushback Complete",1549642090300
"ADH646","Stopbar approached",1549642105300
"ADH646","Lineup Start",1549642125300
"ADH646","Stopbar Passed",1549642128300
"ADH646","Runway Entry",1549642135300
"TAR757","Pushback Complete",1549642136300
"ADH646","Lineup Complete",1549642141300
"EZY287C","Pushback Start",1549642142300
"EZY287C","Gate Vacated",1549642142300
"EZY22XF","Pushback Complete",1549642158300
"ADH646","Takeoff",1549642174300
"DLH1LC","Gate Occupied",1549642201300
"EZY287C","Pushback Complete",1549642285300
"TAR757","Stopbar approached",1549642384300
"DLH1LC","Pushback Start",1549642415300
"DLH1LC","Gate Vacated",1549642415300
"TAR757","Lineup Start",1549642420300
"TAR757","Stopbar Passed",1549642423300
"TAR757","Runway Entry",1549642430300
"TAR757","Lineup Complete",1549642436300
"TAR757","Takeoff",1549642469300
"EZY22XF","Stopbar approached",1549642571300
"DLH1LC","Pushback Complete",1549642572300
"EZY22XF","Lineup Start",1549642592300
"EZY22XF","Stopbar Passed",1549642594300
"EZY54HY","Stopbar approached",1549642597300
"EZY22XF","Runway Entry",1549642605300
"EZY22XF","Lineup Complete",1549642612300
"EZY54HY","Lineup Start",1549642619300
"EZY54HY","Stopbar Passed",1549642621300
"EZY54HY","Runway Entry",1549642632300
"EZY54HY","Lineup Complete",1549642639300
"EZY22XF","Takeoff",1549642644300
