id,progressType,time
"NAPOLI","Gate Occupied",1549641063000
"ADH124","Gate Occupied",1549641063000
"AEA406","Gate Occupied",1549641063000
"AUA516P","Gate Occupied",1549641063000
"EZY363E","Gate Occupied",1549641063000
"ADH138","Gate Occupied",1549641063000
"EZY152X","Gate Occupied",1549641063000
"AEA406","Pushback Start",1549641096000
"AEA406","Gate Vacated",1549641096000
"EZY363E","Pushback Start",1549641096000
"EZY363E","Gate Vacated",1549641096000
"ADH138","Gate Vacated",1549641106000
"AUA516P","Gate Vacated",1549641107000
"AUA516P","Stopbar approached",1549641206000
"AUA516P","Lineup Start",1549641227000
"AUA516P","Stopbar Passed",1549641230000
"AUA516P","Runway Entry",1549641236000
"NOS436","Gate Occupied",1549641241000
"AUA516P","Lineup Complete",1549641243000
"EZY363E","Pushback Complete",1549641247000
"ADH138","Stopbar approached",1549641265000
"AUA516P","Takeoff",1549641273000
"EZY152X","Pushback Start",1549641275000
"EZY152X","Gate Vacated",1549641275000
"AEA406","Pushback Complete",1549641310000
