id,progressType,time
"NAPOLI","Gate Occupied",1549641063000
"ADH124","Gate Occupied",1549641063000
"AEA406","Gate Occupied",1549641063000
"AUA516P","Gate Occupied",1549641063000
"EZY363E","Gate Occupied",1549641063000
"ADH138","Gate Occupied",1549641063000
"EZY152X","Gate Occupied",1549641063000
"AEA406","Pushback Start",1549641114000
"AEA406","Gate Vacated",1549641114000
"EZY363E","Pushback Start",1549641116000
"EZY363E","Gate Vacated",1549641116000
"AUA516P","Gate Vacated",1549641125000
"ADH138","Gate Vacated",1549641127000
"AUA516P","Stopbar approached",1549641224000
"NOS436","Gate Occupied",1549641241000
"AUA516P","Lineup Start",1549641245000
"AUA516P","Stopbar Passed",1549641248000
"AUA516P","Runway Entry",1549641254000
"AUA516P","Lineup Complete",1549641261000
"EZY363E","Pushback Complete",1549641267000
"ADH138","Stopbar approached",1549641286000
"AUA516P","Takeoff",1549641291000
"ADH138","Lineup Start",1549641307000
"ADH138","Stopbar Passed",1549641310000
"ADH138","Runway Entry",1549641317000
"ADH138","Lineup Complete",1549641323000
"AEA406","Pushback Complete",1549641328000
"ADH138","Takeoff",1549641356000
"EZY152X","Pushback Start",1549641376000
"EZY152X","Gate Vacated",1549641376000
"EZY287C","Gate Occupied",1549641481000
"AEA406","Stopbar approached",1549641567000
"EZY152X","Pushback Complete",1549641573000
"TAR757","Gate Occupied",1549641601000
"ADH646","Gate Occupied",1549641601000
"EZY363E","Stopbar approached",1549641608000
"EZY363E","Lineup Start",1549641649000
"EZY363E","Stopbar Passed",1549641651000
"EZY363E","Runway Entry",1549641663000
"EZY363E","Lineup Complete",1549641670000
