id,progressType,time
"NAPOLI","Gate Occupied",1549641063000
"ADH124","Gate Occupied",1549641063000
"ADH138","Gate Occupied",1549641063000
"EZY363E","Gate Occupied",1549641063000
"AUA516P","Gate Occupied",1549641063000
"AEA406","Gate Occupied",1549641063000
"EZY152X","Gate Occupied",1549641063000
"AEA406","Gate Occupied",1549641063000
"EZY363E","Gate Occupied",1549641063000
"ADH138","Gate Occupied",1549641063000
"ADH124","Gate Occupied",1549641063000
"NAPOLI","Gate Occupied",1549641063000
"AUA516P","Gate Occupied",1549641063000
"EZY152X","Gate Occupied",1549641063000
"AEA406","Pushback Start",1549641127000
"AEA406","Gate Vacated",1549641127000
"EZY363E","Pushback Start",1549641128000
"EZY363E","Gate Vacated",1549641128000
"ADH138","Gate Vacated",1549641138000
"AUA516P","Gate Vacated",1549641138000
"AUA516P","Stopbar approached",1549641237000
"NOS436","Gate Occupied",1549641241000
"AUA516P","Lineup Start",1549641258000
"AUA516P","Stopbar Passed",1549641261000
"AUA516P","Runway Entry",1549641267000
"AUA516P","Lineup Complete",1549641274000
"EZY363E","Pushback Complete",1549641279000
"EZY152X","Pushback Start",1549641284000
"EZY152X","Gate Vacated",1549641284000
"ADH138","Stopbar approached",1549641297000
"AUA516P","Takeoff",1549641304000
"ADH138","Lineup Start",1549641318000
"ADH138","Stopbar Passed",1549641321000
"ADH138","Runway Entry",1549641328000
"ADH138","Lineup Complete",1549641334000
"AEA406","Pushback Complete",1549641341000
"ADH138","Takeoff started",1549641372000
"ADH138","Takeoff",1549641410000
"EZY287C","Gate Occupied",1549641481000
"EZY152X","Pushback Complete",1549641491000
"ADH124","Gate Vacated",1549641507000
"AEA406","Stopbar approached",1549641580000
"ADH646","Gate Occupied",1549641601000
"TAR757","Gate Occupied",1549641601000
"AEA406","Lineup Start",1549641602000
"AEA406","Stopbar Passed",1549641604000
"AEA406","Runway Entry",1549641611000
"AEA406","Lineup Complete",1549641617000
"AEA406","Takeoff started",1549641618000
"EZY363E","Stopbar approached",1549641620000
"AEA406","Takeoff",1549641650000
"ADH124","Stopbar approached",1549641651000
"NOS436","Gate Vacated",1549641656000
"EZY363E","Lineup Start",1549641673000
"EZY363E","Stopbar Passed",1549641675000
"EZY363E","Runway Entry",1549641687000
"EZY363E","Lineup Complete",1549641694000
"EZY363E","Takeoff started",1549641695000
"EZY363E","Takeoff",1549641726000
"EZY54HY","Gate Occupied",1549641781100
"EZY152X","Stopbar approached",1549641782100
"ADH124","Lineup Start",1549641792100
"ADH124","Stopbar Passed",1549641795100
"ADH124","Runway Entry",1549641802100
"ADH124","Lineup Complete",1549641808100
"NOS436","Stopbar approached",1549641834100
"ADH124","Takeoff",1549641841100
"EZY22XF","Gate Occupied",1549641841100
"EZY152X","Lineup Start",1549641846100
"EZY152X","Stopbar Passed",1549641847100
"EZY152X","Runway Entry",1549641859100
"EZY152X","Lineup Complete",1549641865100
"TAR757","Pushback Start",1549641879100
"TAR757","Gate Vacated",1549641879100
"EZY152X","Takeoff started",1549641902100
"EZY152X","Takeoff",1549641938100
"NOS436","Lineup Start",1549641940100
"NOS436","Stopbar Passed",1549641943100
"NOS436","Runway Entry",1549641950100
"NOS436","Lineup Complete",1549641956100
"EZY22XF","Pushback Start",1549641960100
"EZY22XF","Gate Vacated",1549641960100
"EZY54HY","Pushback Start",1549641961100
"EZY54HY","Gate Vacated",1549641961100
"ADH646","Gate Vacated",1549641970100
"NOS436","Takeoff started",1549641988100
"NOS436","Takeoff",1549642024100
"TAR757","Pushback Complete",1549642057100
"WZZ2TY","Gate Occupied",1549642081100
"EZY54HY","Pushback Complete",1549642086100
"EZY287C","Pushback Start",1549642102100
"EZY287C","Gate Vacated",1549642102100
"ADH646","Stopbar approached",1549642110100
"ADH646","Lineup Start",1549642130100
"ADH646","Stopbar Passed",1549642133100
"ADH646","Runway Entry",1549642140100
"ADH646","Lineup Complete",1549642146100
"EZY22XF","Pushback Complete",1549642156100
"ADH646","Takeoff",1549642179100
"DLH1LC","Gate Occupied",1549642201100
"EZY287C","Pushback Complete",1549642245100
"TAR757","Stopbar approached",1549642305100
"TAR757","Lineup Start",1549642326100
"TAR757","Stopbar Passed",1549642329100
"TAR757","Runway Entry",1549642336100
"TAR757","Lineup Complete",1549642342100
