position,entityId,entityName,droneId,droneName,eventType,description,riskType,distance,timestamp,visible,onlyRadar
{"lat":"45.64824577297205","lng":"8.74359413078426"},"CRITICAL_ASSET_1652283046149","RWY_35_R","b1JWEAlKbViU9MB8hODD","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",1887.2,1549641464000,false,true
{"lat":"45.64823647845245","lng":"8.743466177166951"},"CRITICAL_ASSET_1652283046149","RWY_35_R","b1JWEAlKbViU9MB8hODD","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",1881.83,1549641466000,true,true
{"lat":"45.64823183119265","lng":"8.743402200358297"},"CRITICAL_ASSET_1652283046149","RWY_35_R","b1JWEAlKbViU9MB8hODD","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",1879.16,1549641467000,false,true
{"lat":"45.64822718393285","lng":"8.743338223549642"},"CRITICAL_ASSET_1652283046149","RWY_35_R","b1JWEAlKbViU9MB8hODD","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",1876.5,1549641468000,true,true
{"lat":"45.64822253667305","lng":"8.743274246740988"},"CRITICAL_ASSET_1652283046149","RWY_35_R","b1JWEAlKbViU9MB8hODD","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",1873.85,1549641469000,false,true
{"lat":"45.64819465311425","lng":"8.74289038588906"},"CRITICAL_ASSET_1652283046149","RWY_35_R","b1JWEAlKbViU9MB8hODD","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",1858.15,1549641475000,true,true
{"lat":"45.64819000585445","lng":"8.742826409080406"},"CRITICAL_ASSET_1652283046149","RWY_35_R","b1JWEAlKbViU9MB8hODD","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",1855.57,1549641476000,false,true
{"lat":"45.64815747503586","lng":"8.742378571419826"},"CRITICAL_ASSET_1652283046149","RWY_35_R","b1JWEAlKbViU9MB8hODD","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",1837.77,1549641483000,true,true
{"lat":"45.64815282777606","lng":"8.742314594611171"},"CRITICAL_ASSET_1652283046149","RWY_35_R","b1JWEAlKbViU9MB8hODD","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",1835.27,1549641484000,false,true
{"lat":"45.64813888599666","lng":"8.742122664185208"},"CRITICAL_ASSET_1652283046149","RWY_35_R","b1JWEAlKbViU9MB8hODD","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",1827.83,1549641487000,true,true
