id,progressType,takeoffTime,taxiTime,taxipath,time
"EZY363E","Gate Occupied",1549641602102,684.8056766237677," A M C H GE 35L-17R",1549641064600
"AUA516P","Gate Occupied",1549640798533,123.80716745884995," K Z WB 35L-17R",1549641064600
"AUA516P","Taxi Start",1549641819432,123.80716745884995," K Z WB 35L-17R",1549641660900
"NOS436","Gate Occupied",1549641780972,203.67503345307452," K Z WB 35L-17R",1549641241900
"AEA406","Taxi Start",1549641725967,345.25592619417944," 609 T W F 35L-17R",1549641650900
"TAR757","Gate Occupied",1549642426066,486.8405057873887," R K Z WB 35L-17R",1549641601900
"AEA406","Gate Occupied",1549641730367,513.0702542967182," 609 T Y Z WB 35L-17R",1549641064600
"EZY152X","Gate Occupied",1549641839007,681.709866205839," M C H GE 35L-17R",1549641064600
"NAPOLI","Gate Occupied",1549645635734,999.7232809477431," T Y H C CA 35R-17L",1549641064600
"EZY54HY","Gate Occupied",1549642797777,680.480776285549," B BE M C H GE 35L-17R",1549641781900
"ADH124","Gate Occupied",1549641388881,169.65542256105573," K Z WB 35L-17R",1549641064600
"ADH646","Gate Occupied",1549642103995,164.76924920896957," K Z WB 35L-17R",1549641601900
"EZY287C","Gate Occupied",1549642507093,689.7966496128936," B BE M C H GE 35L-17R",1549641481900
"AEA406","Taxi Start",1549641754336,345.25592619417944," 609 T W F 35L-17R",1549641752900
"ADH138","Gate Occupied",1549640863896,184.669581334388," K Z WB 35L-17R",1549641064600
"EZY22XF","Gate Occupied",1549642852656,675.3595029550454," M C H GE 35L-17R",1549641841900
