droneId,entityId,riskType,seconds
"RPODV5YsZRVxigMtUByq","CRITICAL_ASSET_1652283773944","YELLOW",156
"RPODV5YsZRVxigMtUByq","CRITICAL_ASSET_1652283209960","YELLOW",35
