name,description,Flights Released for Departures,Departure Rate [per 15 min],Landed Flights,Arrival Rate [per 15 min]
LIMC_2022_06_24_12_21_11_85,Threat parallel to runways - Drone 04,19,4.132058934012271,0,0.0
