position,entityId,entityName,droneId,droneName,eventType,description,riskType,distance,timestamp,visible,onlyRadar
{"lat":"45.59820904984428","lng":"8.716330885789718"},"CRITICAL_ASSET_1652283713830","APP_35_L","V1YUOi4jTTl2d4jMTQcx","Drone_04","DRONE_VS_CA","drone vs critical asset","YELLOW",1178.48,1549642020200,false,true
{"lat":"45.59824626397002","lng":"8.716447895486798"},"CRITICAL_ASSET_1652283713830","APP_35_L","V1YUOi4jTTl2d4jMTQcx","Drone_04","DRONE_VS_CA","drone vs critical asset","YELLOW",1168.48,1549642022200,true,true
{"lat":"45.5983447432535","lng":"8.716736621954405"},"CRITICAL_ASSET_1652283713830","APP_35_L","V1YUOi4jTTl2d4jMTQcx","Drone_04","DRONE_VS_CA","drone vs critical asset","YELLOW",1143.52,1549642028200,false,true
{"lat":"45.59836729152282","lng":"8.71679222162393"},"CRITICAL_ASSET_1652283713830","APP_35_L","V1YUOi4jTTl2d4jMTQcx","Drone_04","DRONE_VS_CA","drone vs critical asset","YELLOW",1138.55,1549642029200,true,true
{"lat":"45.5983909703921","lng":"8.716846852531042"},"CRITICAL_ASSET_1652283713830","APP_35_L","V1YUOi4jTTl2d4jMTQcx","Drone_04","DRONE_VS_CA","drone vs critical asset","YELLOW",1133.61,1549642029200,false,true
{"lat":"45.598441857548046","lng":"8.716952802457781"},"CRITICAL_ASSET_1652283713830","APP_35_L","V1YUOi4jTTl2d4jMTQcx","Drone_04","DRONE_VS_CA","drone vs critical asset","YELLOW",1123.81,1549642031200,true,true
{"lat":"45.59846912171307","lng":"8.717003903921142"},"CRITICAL_ASSET_1652283713830","APP_35_L","V1YUOi4jTTl2d4jMTQcx","Drone_04","DRONE_VS_CA","drone vs critical asset","YELLOW",1118.96,1549642032200,false,true
{"lat":"45.59880933014252","lng":"8.717417121758144"},"CRITICAL_ASSET_1652283713830","APP_35_L","V1YUOi4jTTl2d4jMTQcx","Drone_04","DRONE_VS_CA","drone vs critical asset","YELLOW",1074.83,1549642042200,true,true
{"lat":"45.59884942178291","lng":"8.717446212083848"},"CRITICAL_ASSET_1652283713830","APP_35_L","V1YUOi4jTTl2d4jMTQcx","Drone_04","DRONE_VS_CA","drone vs critical asset","YELLOW",1071.08,1549642043200,false,true
{"lat":"45.59889036167017","lng":"8.717472780007954"},"CRITICAL_ASSET_1652283713830","APP_35_L","V1YUOi4jTTl2d4jMTQcx","Drone_04","DRONE_VS_CA","drone vs critical asset","YELLOW",1067.49,1549642044200,true,true
{"lat":"45.59893206319388","lng":"8.717496807126729"},"CRITICAL_ASSET_1652283713830","APP_35_L","V1YUOi4jTTl2d4jMTQcx","Drone_04","DRONE_VS_CA","drone vs critical asset","YELLOW",1064.06,1549642045200,false,true
{"lat":"45.59901739746828","lng":"8.717537263175137"},"CRITICAL_ASSET_1652283713830","APP_35_L","V1YUOi4jTTl2d4jMTQcx","Drone_04","DRONE_VS_CA","drone vs critical asset","YELLOW",1057.72,1549642047200,true,true
{"lat":"45.599060855559266","lng":"8.717553750436641"},"CRITICAL_ASSET_1652283713830","APP_35_L","V1YUOi4jTTl2d4jMTQcx","Drone_04","DRONE_VS_CA","drone vs critical asset","YELLOW",1054.81,1549642049200,false,true
{"lat":"45.599193421031565","lng":"8.717588916149518"},"CRITICAL_ASSET_1652283713830","APP_35_L","V1YUOi4jTTl2d4jMTQcx","Drone_04","DRONE_VS_CA","drone vs critical asset","YELLOW",1047.15,1549642051200,true,true
{"lat":"45.599238101560246","lng":"8.71759611927044"},"CRITICAL_ASSET_1652283713830","APP_35_L","V1YUOi4jTTl2d4jMTQcx","Drone_04","DRONE_VS_CA","drone vs critical asset","YELLOW",1044.94,1549642052200,false,true
{"lat":"45.599372795507854","lng":"8.717605380569516"},"CRITICAL_ASSET_1652283713830","APP_35_L","V1YUOi4jTTl2d4jMTQcx","Drone_04","DRONE_VS_CA","drone vs critical asset","YELLOW",1039.32,1549642055200,true,true
{"lat":"45.59941775716377","lng":"8.717604655153742"},"CRITICAL_ASSET_1652283713830","APP_35_L","V1YUOi4jTTl2d4jMTQcx","Drone_04","DRONE_VS_CA","drone vs critical asset","YELLOW",1037.77,1549642056200,false,true
{"lat":"45.599507559350116","lng":"8.71759802653285"},"CRITICAL_ASSET_1652283713830","APP_35_L","V1YUOi4jTTl2d4jMTQcx","Drone_04","DRONE_VS_CA","drone vs critical asset","YELLOW",1035.11,1549642058200,true,true
{"lat":"45.599597098363894","lng":"8.717586049426869"},"CRITICAL_ASSET_1652283713830","APP_35_L","V1YUOi4jTTl2d4jMTQcx","Drone_04","DRONE_VS_CA","drone vs critical asset","YELLOW",1032.96,1549642060200,false,true
{"lat":"45.5999103636916","lng":"8.717542223997814"},"CRITICAL_ASSET_1652283713830","APP_35_L","V1YUOi4jTTl2d4jMTQcx","Drone_04","DRONE_VS_CA","drone vs critical asset","YELLOW",1026.28,1549642067200,true,true
{"lat":"45.59995511588127","lng":"8.717535963222234"},"CRITICAL_ASSET_1652283713830","APP_35_L","V1YUOi4jTTl2d4jMTQcx","Drone_04","DRONE_VS_CA","drone vs critical asset","YELLOW",1025.42,1549642068200,false,true
