id,progressType,takeoffTime,taxiTime,taxipath,time
"NAPOLI","Gate Occupied",1549645635734,999.7232809477431," T Y H C CA 35R-17L",1549641062000
"ADH124","Gate Occupied",1549641388881,169.65542256105573," K Z WB 35L-17R",1549641062000
"AEA406","Gate Occupied",1549641730367,513.0702542967182," 609 T Y Z WB 35L-17R",1549641062000
"AUA516P","Gate Occupied",1549640798533,123.80716745884995," K Z WB 35L-17R",1549641062000
"EZY363E","Gate Occupied",1549641602102,684.8056766237677," A M C H GE 35L-17R",1549641062000
"ADH138","Gate Occupied",1549640863896,184.669581334388," K Z WB 35L-17R",1549641062000
"EZY152X","Gate Occupied",1549641839007,681.709866205839," M C H GE 35L-17R",1549641062000
"AUA516P","Taxi Start",1549641232532,123.80716745884995," K Z WB 35L-17R",1549641074000
"ADH138","Taxi Start",1549640863896,184.669581334388," K Z WB 35L-17R",1549641074000
"AUA516P","Taxi Start",1549641232532,123.80716745884995," K Z WB 35L-17R",1549641197000
"EZY363E","Taxi Start",1549641668154,556.857086501621," A M C CF FE 35L-17R",1549641225000
"NOS436","Gate Occupied",1549641780972,203.67503345307452," K Z WB 35L-17R",1549641241000
"ADH138","Taxi Start",1549641297895,184.669581334388," K Z WB 35L-17R",1549641265000
"AEA406","Taxi Start",1549641457061,345.25592619417944," 609 T W F 35L-17R",1549641287000
"AEA406","Taxi Start",1549641392004,345.25592619417944," 609 T W F 35L-17R",1549641375000
"EZY287C","Gate Occupied",1549642507093,689.7966496128936," B BE M C H GE 35L-17R",1549641481000
"ADH124","Taxi Start",1549641388881,169.65542256105573," K Z WB 35L-17R",1549641516000
"EZY363E","Taxi Start",1549641619095,556.857086501621," A M C CF FE 35L-17R",1549641580000
"TAR757","Gate Occupied",1549642426066,486.8405057873887," R K Z WB 35L-17R",1549641601200
"ADH646","Gate Occupied",1549642103995,164.76924920896957," K Z WB 35L-17R",1549641601200
"EZY152X","Taxi Start",1549641980262,553.7612760836923," M C CF FE 35L-17R",1549641661200
"ADH124","Taxi Start",1549641709655,169.65542256105573," K Z WB 35L-17R",1549641684200
"NOS436","Taxi Start",1549641980172,203.67503345307452," K Z WB 35L-17R",1549641739200
"EZY54HY","Gate Occupied",1549642797777,680.480776285549," B BE M C H GE 35L-17R",1549641781200
"EZY22XF","Gate Occupied",1549642852656,675.3595029550454," M C H GE 35L-17R",1549641841200
"NOS436","Taxi Start",1549642102953,349.2649057740753," K Z J W GW 35L-17R GE H C CA 35R-17L",1549641982200
"NOS436","Taxi Start",1549642181660,349.2649057740753," K Z J W GW 35L-17R GE H C CA 35R-17L",1549642057200
"EZY152X","Taxi Start",1549642073799,639.4752026173653," M C CA 35R-17L",1549642059200
"WZZ2TY","Gate Occupied",1549642888118,468.89212094763633," R K Z WB 35L-17R",1549642081200
"ADH646","Taxi Start",1549642294195,164.76924920896957," K Z WB 35L-17R",1549642090200
"DLH1LC","Gate Occupied",1549642968796,431.49884887830007," S K Z WB 35L-17R",1549642201200
"ADH646","Taxi Start",1549642364961,230.01131064480853," K T W F 35L-17R FE C CA 35R-17L",1549642229200
"NOS436","Taxi Start",1549642275458,349.2649057740753," K Z J W GW 35L-17R GE H C CA 35R-17L",1549642264200
"TAR757","Taxi Start",1549642901393,581.1933011944325," R Y S K T W F 35L-17R FE C CA 35R-17L",1549642344200
"ADH646","Taxi Start",1549642544819,230.01131064480853," K T W F 35L-17R FE C CA 35R-17L",1549642433200
"EZY54HY","Taxi Start",1549643120680,680.480776285549," B BE M C H GE 35L-17R",1549642448200
"EZY22XF","Taxi Start",1549643133324,633.1248393665713," M C CA 35R-17L",1549642509200
"ADH646","Taxi Start",1549642578022,230.01131064480853," K T W F 35L-17R FE C CA 35R-17L",1549642563200
"TAR757","Taxi Start",1549642714887,581.1933011944325," R Y S K T W F 35L-17R FE C CA 35R-17L",1549642566200
"TAR757","Taxi Start",1549642754819,581.1933011944325," R Y S K T W F 35L-17R FE C CA 35R-17L",1549642620200
"EZY22XF","Taxi Start",1549642916219,633.1248393665713," M C CA 35R-17L",1549642632200
"EZY963K","Gate Occupied",1549643756863,679.5662891397806," M C H GE 35L-17R",1549642741200
"SWR623J","Gate Occupied",1549643296184,218.8868602049018," K Z WB 35L-17R",1549642741200
"TAR757","Taxi Start",1549642764984,581.1933011944325," R Y S K T W F 35L-17R FE C CA 35R-17L",1549642750200
"EZY54HY","Taxi Start",1549642914984,622.9859744871607," B BE M EM C CA 35R-17L",1549642900200
"MSR706","Gate Occupied",1549643728590,471.2930008008031," R K Z WB 35L-17R",1549642921200
"EZY22XF","Taxi Start",1549642938022,633.1248393665713," M C CA 35R-17L",1549642937200
"DLH1HW","Gate Occupied",1549643820494,441.2680434170273," S K Z WB 35L-17R",1549643041200
