droneId,entityId,riskType,seconds
"cAFKVf7R3VRmGSEDRQOV","CRITICAL_ASSET_1652283046149","YELLOW",125
"042NkAMq0sjdCUgtKPVf","ADH138","RED",1
"042NkAMq0sjdCUgtKPVf","AEA406","YELLOW",11
"042NkAMq0sjdCUgtKPVf","AEA406","ORANGE",1
"042NkAMq0sjdCUgtKPVf","NOS436","RED",1
"042NkAMq0sjdCUgtKPVf","ADH124","YELLOW",12
"042NkAMq0sjdCUgtKPVf","ADH646","RED",1
"042NkAMq0sjdCUgtKPVf","ADH138","ORANGE",1
"042NkAMq0sjdCUgtKPVf","NOS436","ORANGE",1
"042NkAMq0sjdCUgtKPVf","ADH646","ORANGE",1
"042NkAMq0sjdCUgtKPVf","AEA406","RED",1
"042NkAMq0sjdCUgtKPVf","NOS436","YELLOW",11
"042NkAMq0sjdCUgtKPVf","ADH124","ORANGE",1
"042NkAMq0sjdCUgtKPVf","ADH124","RED",1
"042NkAMq0sjdCUgtKPVf","ADH646","YELLOW",12
"cAFKVf7R3VRmGSEDRQOV","CRITICAL_ASSET_1652283046149","ORANGE",85
"042NkAMq0sjdCUgtKPVf","ADH138","YELLOW",12
"nI6wJx4VGrQPPyYO0YVI","CRITICAL_ASSET_1652283046149","YELLOW",201
