id,progressType,takeoffTime,taxiTime,taxipath,time
"NAPOLI","Gate Occupied",1549645635734,999.7232809477431," T Y H C CA 35R-17L",1549641063800
"ADH124","Gate Occupied",1549641388881,169.65542256105573," K Z WB 35L-17R",1549641063800
"EZY363E","Gate Occupied",1549641602102,684.8056766237677," A M C H GE 35L-17R",1549641063800
"EZY152X","Gate Occupied",1549641839007,681.709866205839," M C H GE 35L-17R",1549641063800
"AEA406","Gate Occupied",1549641730367,513.0702542967182," 609 T Y Z WB 35L-17R",1549641063800
"AUA516P","Gate Occupied",1549640798533,123.80716745884995," K Z WB 35L-17R",1549641063800
"ADH138","Gate Occupied",1549640863896,184.669581334388," K Z WB 35L-17R",1549641063800
"ADH138","Taxi Start",1549640863896,184.669581334388," K Z WB 35L-17R",1549641106800
"AUA516P","Taxi Start",1549640798533,123.80716745884995," K Z WB 35L-17R",1549641108800
"AUA516P","Taxi Start",1549641267332,123.80716745884995," K Z WB 35L-17R",1549641231800
"NOS436","Gate Occupied",1549641780972,203.67503345307452," K Z WB 35L-17R",1549641241800
"EZY363E","Taxi Start",1549641925605,684.8056766237677," A M C H GE 35L-17R",1549641258800
"ADH138","Taxi Start",1549641305469,184.669581334388," K Z WB 35L-17R",1549641305800
"AEA406","Taxi Start",1549641655675,513.0702542967182," 609 T Y Z WB 35L-17R",1549641319800
"EZY287C","Gate Occupied",1549642507093,689.7966496128936," B BE M C H GE 35L-17R",1549641481800
"ADH124","Taxi Start",1549641388881,169.65542256105573," K Z WB 35L-17R",1549641499800
"AEA406","Taxi Start",1549641586937,513.0702542967182," 609 T Y Z WB 35L-17R",1549641572800
"TAR757","Gate Occupied",1549642426066,486.8405057873887," R K Z WB 35L-17R",1549641601800
"ADH646","Gate Occupied",1549642103995,164.76924920896957," K Z WB 35L-17R",1549641601800
"EZY152X","Taxi Start",1549642154561,553.7612760836923," M C CF FE 35L-17R",1549641602800
"NOS436","Taxi Start",1549641900772,203.67503345307452," K Z WB 35L-17R",1549641659800
"ADH124","Taxi Start",1549641680455,169.65542256105573," K Z WB 35L-17R",1549641681800
"EZY54HY","Gate Occupied",1549642797777,680.480776285549," B BE M C H GE 35L-17R",1549641781800
"EZY363E","Taxi Start",1549641832340,556.8570865016211," A M C CF FE 35L-17R",1549641839800
"EZY22XF","Gate Occupied",1549642852656,675.3595029550454," M C H GE 35L-17R",1549641841800
