id,progressType,takeoffTime,taxiTime,taxipath,time
"ADH138","Gate Occupied",1549640863896,184.669581334388," K Z WB 35L-17R",1549641072100
"AUA516P","Gate Occupied",1549640798533,123.80716745884995," K Z WB 35L-17R",1549641072100
"NAPOLI","Gate Occupied",1549645635734,999.7232809477431," T Y H C CA 35R-17L",1549641072100
"ADH124","Gate Occupied",1549641388881,169.65542256105573," K Z WB 35L-17R",1549641072100
"EZY363E","Gate Occupied",1549641602102,684.8056766237677," A M C H GE 35L-17R",1549641072100
"AEA406","Gate Occupied",1549641730367,513.0702542967182," 609 T Y Z WB 35L-17R",1549641072100
"EZY152X","Gate Occupied",1549641839007,681.709866205839," M C H GE 35L-17R",1549641072100
"ADH138","Taxi Start",1549640863896,184.669581334388," K Z WB 35L-17R",1549641086100
"AUA516P","Taxi Start",1549640798533,123.80716745884995," K Z WB 35L-17R",1549641088900
"EZY80XC","Touchdown",1549641059000,243.23341023701033," 35R-17L E A M",1549641203900
"NOS436","Gate Occupied",1549641780972,203.67503345307452," K Z WB 35L-17R",1549641242200
"EZY80XC","Taxi Start",1549641059000,243.23341023701033," 35R-17L E A M",1549641266600
"EZY80XC","Taxi Start",1549641545496,243.23341023701033," 35R-17L E A M",1549641366700
"GWI3820","Touchdown",1549641059000,255.3764225788405," 35R-17L D DM 35L-17R DB W S Y",1549641443700
"BAW13MX","Touchdown",1549641059000,194.71687241025026," 35L-17R DB W S 513",1549641462700
"EZY287C","Gate Occupied",1549642507093,689.7966496128936," B BE M C H GE 35L-17R",1549641481700
"GWI3820","Taxi Start",1549641763346,255.3764225788405," 35R-17L D DM 35L-17R DB W S Y",1549641482700
"BAW13MX","Taxi Start",1549641059000,194.71687241025026," 35L-17R DB W S 513",1549641513700
"EZY80XC","Gate Occupied",1549641545496,243.23341023701033," 35R-17L E A M",1549641567700
"TAR757","Gate Occupied",1549642426066,486.8405057873887," R K Z WB 35L-17R",1549641601700
"ADH646","Gate Occupied",1549642103995,164.76924920896957," K Z WB 35L-17R",1549641601700
"EZY54HY","Gate Occupied",1549642797777,680.480776285549," B BE M C H GE 35L-17R",1549641781700
"EZY22XF","Gate Occupied",1549642852656,675.3595029550454," M C H GE 35L-17R",1549641841700
"EZY69BX","Touchdown",1549641059000,200.7829087177707," 35R-17L E A",1549641897700
"EZY53VK","Touchdown",1549641059000,211.15616824709406," 35R-17L E EM B",1549641920700
"EZY69BX","Taxi Start",1549642198146,200.7829087177707," 35R-17L E A",1549641961700
"EZY53VK","Taxi Start",1549641059000,211.15616824709406," 35R-17L E EM B",1549641982700
"THY4DX","Touchdown",1549641059000,244.20293406091048," 35R-17L D DM 35L-17R DB W S",1549642012700
"DLH252","Touchdown",1549641059000,344.5507506317425," 35R-17L D DM 35L-17R DB W T Y",1549642012700
"AUA516P","Gate Occupied",1549640798533,123.80716745884995," K Z WB 35L-17R",1549641072100
"EZY80XC","Taxi Start",1549641059000,243.23341023701033," 35R-17L E A M",1549641266600
"BAW13MX","Taxi Start",1549641059000,194.71687241025026," 35L-17R DB W S 513",1549641513700
"EZY287C","Gate Occupied",1549642507093,689.7966496128936," B BE M C H GE 35L-17R",1549641481700
"ADH138","Gate Occupied",1549640863896,184.669581334388," K Z WB 35L-17R",1549641072100
"ADH138","Taxi Start",1549640863896,184.669581334388," K Z WB 35L-17R",1549641086100
"EZY80XC","Taxi Start",1549641545496,243.23341023701033," 35R-17L E A M",1549641366700
"BAW13MX","Touchdown",1549641059000,194.71687241025026," 35L-17R DB W S 513",1549641462700
"GWI3820","Touchdown",1549641059000,255.3764225788405," 35R-17L D DM 35L-17R DB W S Y",1549641443700
"GWI3820","Taxi Start",1549641763346,255.3764225788405," 35R-17L D DM 35L-17R DB W S Y",1549641482700
"EZY53VK","Touchdown",1549641059000,211.15616824709406," 35R-17L E EM B",1549641920700
"ADH124","Gate Occupied",1549641388881,169.65542256105573," K Z WB 35L-17R",1549641072100
"TAR757","Gate Occupied",1549642426066,486.8405057873887," R K Z WB 35L-17R",1549641601700
"EZY363E","Gate Occupied",1549641602102,684.8056766237677," A M C H GE 35L-17R",1549641072100
"EZY53VK","Taxi Start",1549641059000,211.15616824709406," 35R-17L E EM B",1549641982700
"EZY152X","Gate Occupied",1549641839007,681.709866205839," M C H GE 35L-17R",1549641072100
"EZY80XC","Gate Occupied",1549641545496,243.23341023701033," 35R-17L E A M",1549641567700
"ADH646","Gate Occupied",1549642103995,164.76924920896957," K Z WB 35L-17R",1549641601700
"AEA406","Gate Occupied",1549641730367,513.0702542967182," 609 T Y Z WB 35L-17R",1549641072100
"EZY80XC","Touchdown",1549641059000,243.23341023701033," 35R-17L E A M",1549641203900
"AUA516P","Taxi Start",1549640798533,123.80716745884995," K Z WB 35L-17R",1549641088900
"EZY22XF","Gate Occupied",1549642852656,675.3595029550454," M C H GE 35L-17R",1549641841700
"EZY54HY","Gate Occupied",1549642797777,680.480776285549," B BE M C H GE 35L-17R",1549641781700
"EZY69BX","Taxi Start",1549642198146,200.7829087177707," 35R-17L E A",1549641961700
"NAPOLI","Gate Occupied",1549645635734,999.7232809477431," T Y H C CA 35R-17L",1549641072100
"THY4DX","Touchdown",1549641059000,244.20293406091048," 35R-17L D DM 35L-17R DB W S",1549642012700
"EZY69BX","Touchdown",1549641059000,200.7829087177707," 35R-17L E A",1549641897700
"NOS436","Gate Occupied",1549641780972,203.67503345307452," K Z WB 35L-17R",1549641242200
"DLH252","Touchdown",1549641059000,344.5507506317425," 35R-17L D DM 35L-17R DB W T Y",1549642012700
