id,progressType,time
"ADH138","Gate Occupied",1549641072100
"AUA516P","Gate Occupied",1549641072100
"NAPOLI","Gate Occupied",1549641072100
"AEA406","Gate Occupied",1549641072100
"ADH124","Gate Occupied",1549641072100
"EZY363E","Gate Occupied",1549641072100
"EZY152X","Gate Occupied",1549641072100
"ADH138","Gate Vacated",1549641096900
"AUA516P","Gate Vacated",1549641098900
"AUA516P","Stopbar approached",1549641197900
"EZY80XC","Touchdown",1549641203900
"NOS436","Gate Occupied",1549641242200
"ADH138","Stopbar approached",1549641256600
"EZY80XC","Runway Exit",1549641281600
"EZY80XC","Stopbar approached",1549641294600
"EZY80XC","Stopbar Passed",1549641374700
"GWI3820","Touchdown",1549641443700
"BAW13MX","Touchdown",1549641462700
"EZY287C","Gate Occupied",1549641481700
"GWI3820","Runway Exit",1549641488700
"GWI3820","Stopbar approached",1549641498700
"BAW13MX","Stopbar approached",1549641516700
"BAW13MX","Runway Exit",1549641521700
"EZY80XC","Parked at Gate",1549641567700
"EZY80XC","Gate Occupied",1549641567700
"TAR757","Gate Occupied",1549641601700
"ADH646","Gate Occupied",1549641601700
"EZY54HY","Gate Occupied",1549641781700
"EZY22XF","Gate Occupied",1549641841700
"EZY69BX","Touchdown",1549641897700
"EZY53VK","Touchdown",1549641920700
"EZY69BX","Runway Exit",1549641976700
"EZY69BX","Stopbar approached",1549641989700
"EZY53VK","Runway Exit",1549641997700
"EZY53VK","Stopbar approached",1549642010700
"THY4DX","Touchdown",1549642012700
"DLH252","Touchdown",1549642012700
"BAW13MX","Runway Exit",1549641521700
"ADH124","Gate Occupied",1549641072100
"DLH252","Touchdown",1549642012700
"BAW13MX","Touchdown",1549641462700
"EZY363E","Gate Occupied",1549641072100
"EZY69BX","Touchdown",1549641897700
"GWI3820","Stopbar approached",1549641498700
"EZY152X","Gate Occupied",1549641072100
"AEA406","Gate Occupied",1549641072100
"EZY22XF","Gate Occupied",1549641841700
"EZY80XC","Runway Exit",1549641281600
"BAW13MX","Stopbar approached",1549641516700
"EZY287C","Gate Occupied",1549641481700
"EZY80XC","Parked at Gate",1549641567700
"NOS436","Gate Occupied",1549641242200
"AUA516P","Gate Vacated",1549641098900
"EZY53VK","Runway Exit",1549641997700
"EZY53VK","Touchdown",1549641920700
"ADH138","Gate Vacated",1549641096900
"GWI3820","Touchdown",1549641443700
"EZY69BX","Stopbar approached",1549641989700
"EZY80XC","Touchdown",1549641203900
"AUA516P","Stopbar approached",1549641197900
"AUA516P","Gate Occupied",1549641072100
"THY4DX","Touchdown",1549642012700
"EZY80XC","Stopbar approached",1549641294600
"ADH138","Gate Occupied",1549641072100
"TAR757","Gate Occupied",1549641601700
"ADH138","Stopbar approached",1549641256600
"EZY69BX","Runway Exit",1549641976700
"NAPOLI","Gate Occupied",1549641072100
"EZY80XC","Gate Occupied",1549641567700
"ADH646","Gate Occupied",1549641601700
"EZY80XC","Stopbar Passed",1549641374700
"GWI3820","Runway Exit",1549641488700
"EZY53VK","Stopbar approached",1549642010700
"EZY54HY","Gate Occupied",1549641781700
