droneId,entityId,riskType,seconds
"yo60CCliPWDn8fvgYUZE","CRITICAL_ASSET_1652282978809","YELLOW",87
"yo60CCliPWDn8fvgYUZE","CRITICAL_ASSET_1652282978809","ORANGE",100
"yo60CCliPWDn8fvgYUZE","CRITICAL_ASSET_1652283209960","ORANGE",113
"yo60CCliPWDn8fvgYUZE","CRITICAL_ASSET_1652283046149","YELLOW",86
"yo60CCliPWDn8fvgYUZE","EZY152X","YELLOW",117
"yo60CCliPWDn8fvgYUZE","CRITICAL_ASSET_1652283046149","ORANGE",100
"yo60CCliPWDn8fvgYUZE","CRITICAL_ASSET_1652283209960","YELLOW",99
"yo60CCliPWDn8fvgYUZE","EZY287C","YELLOW",89
"yo60CCliPWDn8fvgYUZE","CRITICAL_ASSET_1652282978809","RED",45
"yo60CCliPWDn8fvgYUZE","CRITICAL_ASSET_1652283773944","YELLOW",161
"yo60CCliPWDn8fvgYUZE","CRITICAL_ASSET_1652283046149","RED",46
"yo60CCliPWDn8fvgYUZE","CRITICAL_ASSET_1652283081689","YELLOW",43
