id,drone,counterMeasure,timestamp,success,outOfRange,probability,status,adminTimestamp
"weeLBcFSBbGaTHHWQakO_COUNTER_MEASURE_1652864445361","weeLBcFSBbGaTHHWQakO","COUNTER_MEASURE_1652864445361",1549641914000,false,false,false,"fired",1656067539427
"weeLBcFSBbGaTHHWQakO_COUNTER_MEASURE_1652864445361","weeLBcFSBbGaTHHWQakO","COUNTER_MEASURE_1652864445361",1549641916000,false,false,true,"failed",1656067540491
"weeLBcFSBbGaTHHWQakO_COUNTER_MEASURE_1652864445361","weeLBcFSBbGaTHHWQakO","COUNTER_MEASURE_1652864445361",1549641920000,false,false,false,"fired",1656067545147
"weeLBcFSBbGaTHHWQakO_COUNTER_MEASURE_1652864445361","weeLBcFSBbGaTHHWQakO","COUNTER_MEASURE_1652864445361",1549641921000,true,false,false,"success",1656067545514
