name,description,Flights Released for Departures,Departure Rate [per 15 min],Landed Flights,Arrival Rate [per 15 min]
LIMC_2022_06_16_10_05_08_856,Threat on 35R - Drone 03,8,0.3781989326385679,0,0.0
