id,progressType,takeoffTime,taxiTime,taxipath,time
"ADH138","Gate Occupied",1549640863895,184.669581334388," K Z WB 35L-17R",1549640704000
"AUA516P","Gate Occupied",1549640798532,123.80716745884995," K Z WB 35L-17R",1549640704000
"NAPOLI","Gate Occupied",1549645635734,999.7232809477431," T Y H C CA 35R-17L",1549640704000
"EZY363E","Gate Occupied",1549641602102,684.8056766237677," A M C H GE 35L-17R",1549640704000
"EZY152X","Gate Occupied",1549641839007,681.709866205839," M C H GE 35L-17R",1549640820300
"ADH124","Gate Occupied",1549641388881,169.65542256105573," K Z WB 35L-17R",1549640881300
"AEA406","Gate Occupied",1549641730367,513.0702542967182," 609 T Y Z WB 35L-17R",1549640881300
"AUA516P","Taxi Start",1549640798532,123.80716745884995," K Z WB 35L-17R",1549640933300
"ADH138","Taxi Start",1549640863895,184.669581334388," K Z WB 35L-17R",1549640936300
"AUA516P","Taxi Start",1549641063807,123.80716745884995," K Z WB 35L-17R",1549641074300
"ADH138","Taxi Start",1549641124669,184.669581334388," K Z WB 35L-17R",1549641119300
"NOS436","Gate Occupied",1549641780972,203.67503345307452," K Z WB 35L-17R",1549641241300
"EZY80XC","Touchdown",1549640699000,243.23341023701033," 35R-17L E A M",1549641266300
"EZY80XC","Taxi Start",1549641608896,243.23341023701033," 35R-17L E A M",1549641330300
"EZY363E","Taxi Start",1549642014805,684.8056766237677," A M C H GE 35L-17R",1549641352300
"AEA406","Taxi Start",1549641744875,513.0702542967182," 609 T Y Z WB 35L-17R",1549641410300
"BAW13MX","Touchdown",1549640699000,194.71687241025026," 35L-17R DB W S 513",1549641467300
"GWI3820","Touchdown",1549640699000,255.3764225788405," 35R-17L D DM 35L-17R DB W S Y",1549641475300
"EZY287C","Gate Occupied",1549642507093,689.7966496128936," B BE M C H GE 35L-17R",1549641481300
"GWI3820","Taxi Start",1549640699000,255.3764225788405," 35R-17L D DM 35L-17R DB W S Y",1549641513300
"BAW13MX","Taxi Start",1549640699000,194.71687241025026," 35L-17R DB W S 513",1549641519300
"EZY69BX","Touchdown",1549640699000,200.7829087177707," 35R-17L E A",1549641563300
"EZY80XC","Gate Occupied",1549641608896,243.23341023701033," 35R-17L E A M",1549641565300
"GWI3820","Taxi Start",1549641793646,255.3764225788405," 35R-17L D DM 35L-17R DB W S Y",1549641593300
"TAR757","Gate Occupied",1549642426066,486.8405057873887," R K Z WB 35L-17R",1549641601300
"ADH646","Gate Occupied",1549642103995,164.76924920896957," K Z WB 35L-17R",1549641601300
"AEA406","Taxi Start",1549641616368,371.256974851903," 609 T Y K U F 35L-17R",1549641610300
"EZY69BX","Taxi Start",1549640699000,200.7829087177707," 35R-17L E A",1549641626300
"EZY54HY","Gate Occupied",1549642797777,680.480776285549," B BE M C H GE 35L-17R",1549641781300
"BAW13MX","Taxi Start",1549641749617,194.71687241025026," 35L-17R DB W S 513",1549641788300
"EZY69BX","Taxi Start",1549641862446,200.7829087177707," 35R-17L E A",1549641794300
"EZY84HN","Touchdown",1549640699000,126.94444465518592," 35R-17L E A",1549641822300
"EZY363E","Taxi Start",1549641859610,684.8056766237677," A M C H GE 35L-17R",1549641835300
"EZY22XF","Gate Occupied",1549642852656,675.3595029550454," M C H GE 35L-17R",1549641841300
"ADH124","Taxi Start",1549642050881,169.65542256105573," K Z WB 35L-17R",1549641842300
"THY4DX","Touchdown",1549640699000,244.20293406091048," 35R-17L D DM 35L-17R DB W S",1549641843300
"THY4DX","Taxi Start",1549640699000,244.20293406091048," 35R-17L D DM 35L-17R DB W S",1549641882300
"EZY84HN","Taxi Start",1549640699000,126.94444465518592," 35R-17L E A",1549641888300
"NOS436","Taxi Start",1549641780972,203.67503345307452," K Z WB 35L-17R",1549641895300
"EZY69BX","Gate Occupied",1549641862446,200.7829087177707," 35R-17L E A",1549641953300
