id,progressType,time
"EZY363E","Gate Occupied",1549640708100
"AUA516P","Gate Occupied",1549640708100
"ADH138","Gate Occupied",1549640708100
"NAPOLI","Gate Occupied",1549640708100
"EZY152X","Gate Occupied",1549640821100
"AUA516P","Gate Vacated",1549640839100
"ADH138","Gate Vacated",1549640874100
"ADH124","Gate Occupied",1549640881100
"AEA406","Gate Occupied",1549640881100
"AUA516P","Stopbar approached",1549640938100
"EZY363E","Pushback Start",1549640956100
"EZY363E","Gate Vacated",1549640956100
"AUA516P","Lineup Start",1549640959100
"AUA516P","Stopbar Passed",1549640962100
"AUA516P","Runway Entry",1549640968100
"AUA516P","Lineup Complete",1549640975100
"AEA406","Pushback Start",1549641001100
"AEA406","Gate Vacated",1549641001100
"AUA516P","Takeoff",1549641005100
"ADH138","Stopbar approached",1549641033100
"ADH138","Lineup Start",1549641058100
"ADH138","Stopbar Passed",1549641060100
"ADH138","Runway Entry",1549641067100
"ADH138","Lineup Complete",1549641073100
"EZY363E","Pushback Complete",1549641107100
"AEA406","Pushback Complete",1549641215100
"NOS436","Gate Occupied",1549641241100
"EZY80XC","Touchdown",1549641288100
"EZY80XC","Runway Exit",1549641367100
"EZY80XC","Stopbar approached",1549641380100
"EZY80XC","Stopbar Passed",1549641396100
"EZY287C","Gate Occupied",1549641481100
"AEA406","Stopbar approached",1549641496100
"EZY80XC","Parked at Gate",1549641588100
"EZY80XC","Gate Occupied",1549641588100
"ADH646","Gate Occupied",1549641601100
"TAR757","Gate Occupied",1549641601100
"EZY152X","Pushback Start",1549641631100
"EZY152X","Gate Vacated",1549641631100
"ADH124","Gate Vacated",1549641637100
"EZY363E","Stopbar approached",1549641692100
"AEA406","Lineup Start",1549641769100
"AEA406","Stopbar Passed",1549641772100
"AEA406","Runway Entry",1549641779100
"EZY54HY","Gate Occupied",1549641781100
"ADH124","Stopbar approached",1549641782100
"AEA406","Lineup Complete",1549641785100
"AEA406","Takeoff",1549641817100
"EZY152X","Pushback Complete",1549641828100
"EZY22XF","Gate Occupied",1549641841100
"ADH124","Lineup Start",1549641885100
"ADH124","Stopbar Passed",1549641888100
"ADH124","Runway Entry",1549641895100
"ADH124","Lineup Complete",1549641901100
"EZY69BX","Touchdown",1549641932100
"EZY363E","Lineup Start",1549641943100
"EZY363E","Stopbar Passed",1549641945100
"EZY363E","Runway Entry",1549641951100
"EZY363E","Lineup Complete",1549641957100
"ADH124","Takeoff started",1549641974100
"EZY363E","Takeoff started",1549642003100
"EZY69BX","Runway Exit",1549642011100
"ADH124","Takeoff",1549642012100
"EZY69BX","Stopbar approached",1549642024100
"EZY363E","Takeoff",1549642039100
