id,progressType,time
"NAPOLI","Gate Occupied",1549641063000
"ADH124","Gate Occupied",1549641063000
"AEA406","Gate Occupied",1549641063000
"AUA516P","Gate Occupied",1549641063000
"EZY363E","Gate Occupied",1549641063000
"ADH138","Gate Occupied",1549641063000
"EZY152X","Gate Occupied",1549641063000
"EZY363E","Pushback Start",1549641072000
"EZY363E","Gate Vacated",1549641072000
"AEA406","Pushback Start",1549641073000
"AEA406","Gate Vacated",1549641073000
"AUA516P","Gate Vacated",1549641082000
"ADH138","Gate Vacated",1549641082000
"AUA516P","Stopbar approached",1549641181000
"AUA516P","Lineup Start",1549641202000
"AUA516P","Stopbar Passed",1549641205000
"EZY363E","Pushback Complete",1549641223000
"ADH138","Stopbar approached",1549641241000
"NOS436","Gate Occupied",1549641241000
"AUA516P","Runway Entry",1549641279000
"AUA516P","Lineup Complete",1549641285000
"AUA516P","Takeoff started",1549641286000
"AEA406","Pushback Complete",1549641287000
"AUA516P","Takeoff",1549641315000
"ADH138","Lineup Start",1549641330000
"ADH138","Stopbar Passed",1549641333000
"ADH138","Runway Entry",1549641340000
"ADH138","Lineup Complete",1549641346000
"AEA406","Stopbar approached",1549641357000
"AEA406","Lineup Start",1549641383000
"AEA406","Stopbar Passed",1549641385000
"AEA406","Runway Entry",1549641391000
"AEA406","Takeoff started",1549641397000
"AEA406","Takeoff",1549641428000
"ADH138","Takeoff started",1549641438000
"ADH138","Takeoff",1549641476000
"EZY287C","Gate Occupied",1549641481000
"EZY363E","Stopbar approached",1549641564000
"EZY363E","Lineup Start",1549641584000
"EZY363E","Stopbar Passed",1549641586000
"EZY363E","Runway Entry",1549641598000
"TAR757","Gate Occupied",1549641601000
"ADH646","Gate Occupied",1549641601000
"EZY363E","Lineup Complete",1549641605000
"EZY363E","Takeoff",1549641637000
