id,progressType,takeoffTime,taxiTime,taxipath,time
"NAPOLI","Gate Occupied",1041700035734,999.7232809477431," T Y H C CA 35R-17L",1041694562000
"ADH138","Gate Occupied",1041695263895,184.669581334388," K Z WB 35L-17R",1041694741000
"AUA516P","Gate Occupied",1041695198532,123.80716745884995," K Z WB 35L-17R",1041694741000
"EZY363E","Gate Occupied",1041696002102,684.8056766237677," A M C H GE 35L-17R",1041694981000
"EZY152X","Gate Occupied",1041696239007,681.709866205839," M C H GE 35L-17R",1041695221000
"AUA516P","Taxi Start",1041695198532,123.80716745884995," K Z WB 35L-17R",1041695238000
"ADH124","Gate Occupied",1041695788881,169.65542256105573," K Z WB 35L-17R",1041695281000
"AEA406","Gate Occupied",1041696130367,513.0702542967182," 609 T Y Z WB 35L-17R",1041695281000
"AUA516P","Taxi Start",1041695396532,123.80716745884995," K Z WB 35L-17R",1041695361000
"ADH138","Taxi Start",1041695263895,184.669581334388," K Z WB 35L-17R",1041695506000
"NOS436","Gate Occupied",1041696180972,203.67503345307452," K Z WB 35L-17R",1041695641100
"EZY80XC","Touchdown",1041694559000,243.23341023701033," 35R-17L E A M",1041695656100
"EZY363E","Taxi Start",1041696324905,684.8056766237677," A M C H GE 35L-17R",1041695656100
"EZY80XC","Taxi Start",1041695997996,243.23341023701033," 35R-17L E A M",1041695719100
"AEA406","Taxi Start",1041696054975,513.0702542967182," 609 T Y Z WB 35L-17R",1041695720100
"AUG20000","Touchdown",1041694559000,4.152430620413856," FAT FO",1041695747100
"EZY287C","Gate Occupied",1041696907093,689.7966496128936," B BE M C H GE 35L-17R",1041695881100
"EZY80XC","Gate Occupied",1041695997996,243.23341023701033," 35R-17L E A M",1041695955100
"TAR757","Gate Occupied",1041696826066,486.8405057873887," R K Z WB 35L-17R",1041696001100
"ADH646","Gate Occupied",1041696503995,164.76924920896957," K Z WB 35L-17R",1041696001100
"EZY84HN","Touchdown",1041694559000,126.94444465518592," 35R-17L E A",1041696066100
"NOS436","Gate Occupied",1041696180972,203.67503345307452," K Z WB 35L-17R",1041695641100
"ADH124","Gate Occupied",1041695788881,169.65542256105573," K Z WB 35L-17R",1041695281000
"AEA406","Gate Occupied",1041696130367,513.0702542967182," 609 T Y Z WB 35L-17R",1041695281000
"EZY80XC","Gate Occupied",1041695997996,243.23341023701033," 35R-17L E A M",1041695955100
"ADH646","Gate Occupied",1041696503995,164.76924920896957," K Z WB 35L-17R",1041696001100
"EZY363E","Gate Occupied",1041696002102,684.8056766237677," A M C H GE 35L-17R",1041694981000
"EZY80XC","Taxi Start",1041695997996,243.23341023701033," 35R-17L E A M",1041695719100
"AUG20000","Touchdown",1041694559000,4.152430620413856," FAT FO",1041695747100
"TAR757","Gate Occupied",1041696826066,486.8405057873887," R K Z WB 35L-17R",1041696001100
"EZY287C","Gate Occupied",1041696907093,689.7966496128936," B BE M C H GE 35L-17R",1041695881100
"ADH138","Taxi Start",1041695263895,184.669581334388," K Z WB 35L-17R",1041695506000
"EZY152X","Gate Occupied",1041696239007,681.709866205839," M C H GE 35L-17R",1041695221000
"EZY80XC","Touchdown",1041694559000,243.23341023701033," 35R-17L E A M",1041695656100
"EZY84HN","Touchdown",1041694559000,126.94444465518592," 35R-17L E A",1041696066100
"ADH138","Gate Occupied",1041695263895,184.669581334388," K Z WB 35L-17R",1041694741000
"AUA516P","Taxi Start",1041695396532,123.80716745884995," K Z WB 35L-17R",1041695361000
"AEA406","Taxi Start",1041696054975,513.0702542967182," 609 T Y Z WB 35L-17R",1041695720100
"AUA516P","Taxi Start",1041695198532,123.80716745884995," K Z WB 35L-17R",1041695238000
"EZY363E","Taxi Start",1041696324905,684.8056766237677," A M C H GE 35L-17R",1041695656100
"AUA516P","Gate Occupied",1041695198532,123.80716745884995," K Z WB 35L-17R",1041694741000
"NAPOLI","Gate Occupied",1041700035734,999.7232809477431," T Y H C CA 35R-17L",1041694562000
