id,progressType,time
"NAPOLI","Gate Occupied",1549641063000
"ADH124","Gate Occupied",1549641063000
"AEA406","Gate Occupied",1549641063000
"AUA516P","Gate Occupied",1549641063000
"EZY363E","Gate Occupied",1549641063000
"ADH138","Gate Occupied",1549641063000
"EZY152X","Gate Occupied",1549641063000
"EZY363E","Pushback Start",1549641084000
"EZY363E","Gate Vacated",1549641084000
"AEA406","Pushback Start",1549641085000
"AEA406","Gate Vacated",1549641085000
"AUA516P","Gate Vacated",1549641094000
"ADH138","Gate Vacated",1549641094000
"AUA516P","Stopbar approached",1549641193000
"AUA516P","Lineup Start",1549641214000
"AUA516P","Stopbar Passed",1549641217000
"AUA516P","Runway Entry",1549641223000
"AUA516P","Lineup Complete",1549641230000
"EZY363E","Pushback Complete",1549641235000
"NOS436","Gate Occupied",1549641241000
"ADH138","Stopbar approached",1549641253000
"AUA516P","Takeoff",1549641260000
"EZY152X","Pushback Start",1549641285000
"EZY152X","Gate Vacated",1549641285000
"AEA406","Pushback Complete",1549641299000
"EZY287C","Gate Occupied",1549641481000
"EZY152X","Pushback Complete",1549641482000
"AEA406","Stopbar approached",1549641538000
"EZY363E","Stopbar approached",1549641576000
"ADH646","Gate Occupied",1549641601000
"TAR757","Gate Occupied",1549641601000
"ADH124","Gate Vacated",1549641609000
"EZY363E","Lineup Start",1549641711200
"EZY363E","Stopbar Passed",1549641713200
"EZY363E","Runway Entry",1549641725200
"EZY363E","Lineup Complete",1549641732200
"EZY152X","Stopbar approached",1549641773200
"EZY54HY","Gate Occupied",1549641781200
"EZY363E","Takeoff started",1549641795200
"ADH138","Lineup Start",1549641805200
"ADH138","Stopbar Passed",1549641808200
"ADH138","Runway Entry",1549641815200
"ADH138","Lineup Complete",1549641821200
"ADH124","Stopbar approached",1549641823200
"EZY363E","Takeoff",1549641831200
"ADH138","Takeoff started",1549641840200
"EZY22XF","Gate Occupied",1549641841200
"ADH138","Takeoff",1549641878200
"EZY152X","Lineup Start",1549641879200
"EZY152X","Stopbar Passed",1549641881200
"EZY152X","Runway Entry",1549641893200
"EZY152X","Lineup Complete",1549641900200
"EZY152X","Takeoff started",1549641960700
"AEA406","Lineup Start",1549641971700
"AEA406","Stopbar Passed",1549641974700
"AEA406","Runway Entry",1549641981700
"AEA406","Lineup Complete",1549641987700
"EZY152X","Takeoff",1549641996700
"AEA406","Takeoff started",1549642012700
"ADH124","Lineup Start",1549642027700
"ADH124","Stopbar Passed",1549642030700
"ADH124","Runway Entry",1549642037700
"ADH124","Lineup Complete",1549642043700
"AEA406","Takeoff",1549642048700
"ADH124","Takeoff started",1549642060700
"WZZ2TY","Gate Occupied",1549642081700
"ADH124","Takeoff",1549642098700
