position,scenario,exercise,trafficType,objectId,timestamp,visible,authorized,moving,speed,status,phase,name,creator,heading,droneType,onlyRadar
{"lat":"45.655359159731915","lng":"8.769352687944183"},"LIMC","2022-06-16 10:29:23.96","drone","LjwAGpnLZ8qgTxuU1SZS",1549641060000,false,false,false,3,"ok","none","Drone_02"," - Flutter App",0,"qJfB2EiRwZzorBCifwNH","true"
{"lat":"45.609098746417466","lng":"8.66072690137471"},"LIMC","2022-06-16 10:29:23.96","drone","JVqY9eq2htelguapc01F",1549641060000,false,false,false,3,"ok","none","Drone_04"," - Flutter App",0,"1FP8D5Gx2nCkwsXKiTPb","true"
{"lat":"45.64302535228929","lng":"8.676336941363454"},"LIMC","2022-06-16 10:29:23.96","drone","jLxEjrLWh9VzaEUb6KAg",1549641060000,false,false,false,3,"ok","none","Drone_01"," - Flutter App",0,"AOe1Xx3NxyiGci0wcwNf","true"
{"lat":"45.61033668821027","lng":"8.808666209596797"},"LIMC","2022-06-16 10:29:23.96","drone","NVTr7c1yEafIOdEdFsAy",1549641060000,false,false,false,3,"ok","none","Drone_03"," - Flutter App",0,"iGbdly63CmE9yNzl8Xus","true"
{"lat":"45.655359159731915","lng":"8.769352687944183"},"LIMC","2022-06-16 10:29:23.96","drone","K4Sp25kxDhdixNhug658",1549641060000,false,false,false,3,"ok","none","Drone_02"," - Flutter App",0,"qJfB2EiRwZzorBCifwNH","true"
{"lat":"45.61033668821027","lng":"8.808666209596797"},"LIMC","2022-06-16 10:29:23.96","drone","Bh4SFZ1HfeNQ1avDYYiq",1549641060000,false,false,false,3,"ok","none","Drone_03"," - Flutter App",0,"iGbdly63CmE9yNzl8Xus","true"
{"lat":"45.64302535228929","lng":"8.676336941363454"},"LIMC","2022-06-16 10:29:23.96","drone","lZsE5YGfhfpYCjKIBCMu",1549641060000,false,false,false,3,"ok","none","Drone_01"," - Flutter App",0,"AOe1Xx3NxyiGci0wcwNf","true"
{"lat":"45.609098746417466","lng":"8.66072690137471"},"LIMC","2022-06-16 10:29:23.96","drone","RRhzDj8qgL1rNL4LgOCC",1549641060000,false,false,false,3,"ok","none","Drone_04"," - Flutter App",0,"1FP8D5Gx2nCkwsXKiTPb","true"
{"lat":"45.609098746417466","lng":"8.66072690137471"},"LIMC","2022-06-16 10:29:23.96","drone","RRhzDj8qgL1rNL4LgOCC",1549641061000,false,false,false,3,"ok","none","Drone_04"," - Flutter App",0,"1FP8D5Gx2nCkwsXKiTPb","true"
{"lat":"45.655359159731915","lng":"8.769352687944183"},"LIMC","2022-06-16 10:29:23.96","drone","K4Sp25kxDhdixNhug658",1549641061000,false,false,false,3,"ok","none","Drone_02"," - Flutter App",0,"qJfB2EiRwZzorBCifwNH","true"
{"lat":"45.61033668821027","lng":"8.808666209596797"},"LIMC","2022-06-16 10:29:23.96","drone","Bh4SFZ1HfeNQ1avDYYiq",1549641061000,false,false,false,3,"ok","none","Drone_03"," - Flutter App",0,"iGbdly63CmE9yNzl8Xus","true"
{"lat":"45.64302535228929","lng":"8.676336941363454"},"LIMC","2022-06-16 10:29:23.96","drone","lZsE5YGfhfpYCjKIBCMu",1549641061000,false,false,false,3,"ok","none","Drone_01"," - Flutter App",0,"AOe1Xx3NxyiGci0wcwNf","true"
{"lat":"45.61033668821027","lng":"8.808666209596797"},"LIMC","2022-06-16 10:29:23.96","drone","Bh4SFZ1HfeNQ1avDYYiq",1549641063000,false,false,false,3,"ok","none","Drone_03"," - Flutter App",0,"iGbdly63CmE9yNzl8Xus","true"
{"lat":"45.609098746417466","lng":"8.66072690137471"},"LIMC","2022-06-16 10:29:23.96","drone","RRhzDj8qgL1rNL4LgOCC",1549641063000,false,false,false,3,"ok","none","Drone_04"," - Flutter App",0,"1FP8D5Gx2nCkwsXKiTPb","true"
{"lat":"45.64302535228929","lng":"8.676336941363454"},"LIMC","2022-06-16 10:29:23.96","drone","lZsE5YGfhfpYCjKIBCMu",1549641063000,false,false,false,3,"ok","none","Drone_01"," - Flutter App",0,"AOe1Xx3NxyiGci0wcwNf","true"
{"lat":"45.655359159731915","lng":"8.769352687944183"},"LIMC","2022-06-16 10:29:23.96","drone","K4Sp25kxDhdixNhug658",1549641063000,false,false,false,3,"ok","none","Drone_02"," - Flutter App",0,"qJfB2EiRwZzorBCifwNH","true"
{"lat":"45.61033668821027","lng":"8.808666209596797"},"LIMC","2022-06-16 10:29:23.96","drone","Bh4SFZ1HfeNQ1avDYYiq",1549641063000,false,false,false,3,"ok","none","Drone_03"," - Flutter App",0,"iGbdly63CmE9yNzl8Xus","true"
{"lat":"45.609098746417466","lng":"8.66072690137471"},"LIMC","2022-06-16 10:29:23.96","drone","RRhzDj8qgL1rNL4LgOCC",1549641063000,false,false,false,3,"ok","none","Drone_04"," - Flutter App",0,"1FP8D5Gx2nCkwsXKiTPb","true"
{"lat":"45.64302535228929","lng":"8.676336941363454"},"LIMC","2022-06-16 10:29:23.96","drone","lZsE5YGfhfpYCjKIBCMu",1549641063000,false,false,false,3,"ok","none","Drone_01"," - Flutter App",0,"AOe1Xx3NxyiGci0wcwNf","true"
