position,entityId,entityName,droneId,droneName,eventType,description,riskType,distance,timestamp,visible,onlyRadar
{"lat":"45.64054934202349","lng":"8.705045415674304"},"CRITICAL_ASSET_1652282978809","RWY_35_L","BtgoyogfMETbbDovR7ET","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",1988.59,1549642030100,false,true
{"lat":"45.640558458735164","lng":"8.705302346549834"},"CRITICAL_ASSET_1652282978809","RWY_35_L","BtgoyogfMETbbDovR7ET","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",1974.93,1549642035100,true,true
{"lat":"45.640558458735164","lng":"8.705302346549834"},"CRITICAL_ASSET_1652283209960","DEP_35_L","BtgoyogfMETbbDovR7ET","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",1509.72,1549642035100,true,true
{"lat":"45.6405602820775","lng":"8.705353732724939"},"CRITICAL_ASSET_1652282978809","RWY_35_L","BtgoyogfMETbbDovR7ET","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",1972.21,1549642036100,false,true
{"lat":"45.6405602820775","lng":"8.705353732724939"},"CRITICAL_ASSET_1652283209960","DEP_35_L","BtgoyogfMETbbDovR7ET","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",1507.65,1549642036100,false,true
{"lat":"45.64056392876217","lng":"8.705456505075151"},"CRITICAL_ASSET_1652282978809","RWY_35_L","BtgoyogfMETbbDovR7ET","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",1966.79,1549642038100,true,true
{"lat":"45.64056392876217","lng":"8.705456505075151"},"CRITICAL_ASSET_1652283209960","DEP_35_L","BtgoyogfMETbbDovR7ET","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",1503.53,1549642038100,true,true
{"lat":"45.6405657521045","lng":"8.705507891250257"},"CRITICAL_ASSET_1652282978809","RWY_35_L","BtgoyogfMETbbDovR7ET","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",1964.09,1549642039100,false,true
{"lat":"45.6405657521045","lng":"8.705507891250257"},"CRITICAL_ASSET_1652283209960","DEP_35_L","BtgoyogfMETbbDovR7ET","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",1501.49,1549642039100,false,true
{"lat":"45.64057669215851","lng":"8.705816208300892"},"CRITICAL_ASSET_1652282978809","RWY_35_L","BtgoyogfMETbbDovR7ET","Drone_01","DRONE_VS_CA","drone vs critical asset","YELLOW",1947.95,1549642045100,true,true
