droneId,entityId,riskType,seconds
"BtgoyogfMETbbDovR7ET","CRITICAL_ASSET_1652282978809","YELLOW",108
"BtgoyogfMETbbDovR7ET","CRITICAL_ASSET_1652283209960","YELLOW",121
"BtgoyogfMETbbDovR7ET","CRITICAL_ASSET_1652282978809","ORANGE",45
"BtgoyogfMETbbDovR7ET","CRITICAL_ASSET_1652283209960","ORANGE",27
"BtgoyogfMETbbDovR7ET","CRITICAL_ASSET_1652283081689","YELLOW",23
