id,progressType,takeoffTime,taxiTime,taxipath,time
"NAPOLI","Gate Occupied",1549645635734,999.7232809477431," T Y H C CA 35R-17L",1549641063000
"ADH124","Gate Occupied",1549641388881,169.65542256105573," K Z WB 35L-17R",1549641063000
"AEA406","Gate Occupied",1549641730367,513.0702542967182," 609 T Y Z WB 35L-17R",1549641063000
"AUA516P","Gate Occupied",1549640798533,123.80716745884995," K Z WB 35L-17R",1549641063000
"EZY363E","Gate Occupied",1549641602102,684.8056766237677," A M C H GE 35L-17R",1549641063000
"ADH138","Gate Occupied",1549640863896,184.669581334388," K Z WB 35L-17R",1549641063000
"EZY152X","Gate Occupied",1549641839007,681.709866205839," M C H GE 35L-17R",1549641063000
"AUA516P","Taxi Start",1549640798533,123.80716745884995," K Z WB 35L-17R",1549641221300
"ADH138","Taxi Start",1549641446195,184.669581334388," K Z WB 35L-17R",1549641222300
"NOS436","Gate Occupied",1549641780972,203.67503345307452," K Z WB 35L-17R",1549641241300
"EZY363E","Taxi Start",1549642045105,684.8056766237677," A M C H GE 35L-17R",1549641374300
"AUA516P","Taxi Start",1549641405948,123.80716745884995," K Z WB 35L-17R",1549641411300
"ADH138","Taxi Start",1549641446195,184.669581334388," K Z WB 35L-17R",1549641417300
"AEA406","Taxi Start",1549641775175,513.0702542967182," 609 T Y Z WB 35L-17R",1549641437300
"ADH138","Taxi Start",1549641465948,184.669581334388," K Z WB 35L-17R",1549641475300
"EZY287C","Gate Occupied",1549642507093,689.7966496128936," B BE M C H GE 35L-17R",1549641481300
"TAR757","Gate Occupied",1549642426066,486.8405057873887," R K Z WB 35L-17R",1549641601300
"ADH646","Gate Occupied",1549642103995,164.76924920896957," K Z WB 35L-17R",1549641601300
"EZY152X","Taxi Start",1549642168310,681.709866205839," M C H GE 35L-17R",1549641722300
"ADH124","Taxi Start",1549641388881,169.65542256105573," K Z WB 35L-17R",1549641726300
"NOS436","Taxi Start",1549641968272,203.67503345307452," K Z WB 35L-17R",1549641727300
"AEA406","Taxi Start",1549641765948,513.0702542967182," 609 T Y Z WB 35L-17R",1549641755300
"EZY54HY","Gate Occupied",1549642797777,680.480776285549," B BE M C H GE 35L-17R",1549641781300
"EZY22XF","Gate Occupied",1549642852656,675.3595029550454," M C H GE 35L-17R",1549641841300
"ADH124","Taxi Start",1549641919955,169.65542256105573," K Z WB 35L-17R",1549641904300
"EZY363E","Taxi Start",1549641952350,684.8056766237677," A M C H GE 35L-17R",1549641933300
"ADH646","Taxi Start",1549642208295,164.76924920896957," K Z WB 35L-17R",1549642004300
"NOS436","Taxi Start",1549642035948,203.67503345307452," K Z WB 35L-17R",1549642044300
"WZZ2TY","Gate Occupied",1549642888118,468.89212094763633," R K Z WB 35L-17R",1549642081300
"EZY152X","Taxi Start",1549642197344,681.709866205839," M C H GE 35L-17R",1549642124300
"EZY54HY","Taxi Start",1549642790780,680.480776285549," B BE M C H GE 35L-17R",1549642128300
"TAR757","Taxi Start",1549642657140,486.8405057873887," R K Z WB 35L-17R",1549642182300
"EZY22XF","Taxi Start",1549642845659,675.3595029550454," M C H GE 35L-17R",1549642199300
"DLH1LC","Gate Occupied",1549642968796,431.49884887830007," S K Z WB 35L-17R",1549642201300
"EZY54HY","Taxi Start",1549642658686,680.480776285549," B BE M C H GE 35L-17R",1549642208300
"ADH646","Taxi Start",1549642215948,164.76924920896957," K Z WB 35L-17R",1549642224300
"EZY152X","Taxi Start",1549642210843,681.709866205839," M C H GE 35L-17R",1549642226300
"TAR757","Taxi Start",1549642462525,486.8405057873887," R K Z WB 35L-17R",1549642444300
"EZY22XF","Taxi Start",1549642702570,547.4109128328987," M C CF FE 35L-17R",1549642682300
"EZY54HY","Taxi Start",1549642713971,552.5321861634022," B BE M C CF FE 35L-17R",1549642689300
"EZY963K","Gate Occupied",1549643756863,679.5662891397806," M C H GE 35L-17R",1549642741300
"SWR623J","Gate Occupied",1549643296184,218.8868602049018," K Z WB 35L-17R",1549642741300
"EZY54HY","Taxi Start",1549642791840,552.5321861634022," B BE M C CF FE 35L-17R",1549642770300
